Year,Année,ISO,Jurisdiction,Juridiction,Fire size class,"Classe de superficie à l'extinction",Area (hectares),Data Qualifier,Superficie (en hectare),Qualificatifs de données
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'à 0,1 ha",3.21,a,3.21,a
2004,2004,ON,Ontario,Ontario,0.11 - 1.0 ha,"0,11 - 1 ha",84.9000009359997,a,84.9000009359997,a
2004,2004,ON,Ontario,Ontario,1.1 - 10 ha,"1,1 - 10 ha",143.799999956,a,143.799999956,a
2004,2004,ON,Ontario,Ontario,10.1 - 100 ha,"10,1 - 100 ha",258.89999866,a,258.89999866,a
2004,2004,ON,Ontario,Ontario,1000.1 - 10 000 ha,1000.1 - 10 000 ha,1230,a,1230,a
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,0.11 - 1.0 ha,"0,11 - 1 ha",3,a,3,a
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,1000.1 - 10 000 ha,"1 000,1 - 10 000 ha",0,a,0,a
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,1.1 - 10 ha,"1,1 - 10 ha",12,a,12,a
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",0,a,0,a
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,10.1 - 100 ha,"10,1 - 100 ha",0,a,0,a
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,100.1 - 1 000 ha,"100,1 - 1 000 ha",0,a,0,a
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,Over 100 000 ha,Plus de 100 000 ha,0,a,0,a
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,Up to 0.1 ha,"Jusqu'à 0,1 ha",0,a,0,a
2004,2004,QC,Quebec,Québec,0.11 - 1.0 ha,"0,11 - 1 ha",33.2,a,33.2,a
2004,2004,QC,Quebec,Québec,1.1 - 10 ha,"1,1 - 10 ha",152.1,a,152.1,a
2004,2004,QC,Quebec,Québec,10.1 - 100 ha,"10,1 - 100 ha",254.9,a,254.9,a
2004,2004,QC,Quebec,Québec,100.1 - 1 000 ha,"100,1 - 1 000 ha",2613,a,2613,a
2004,2004,QC,Quebec,Québec,Up to 0.1 ha,"Jusqu'à 0,1 ha",4.5006,a,4.5006,a
2004,2004,SK,Saskatchewan,Saskatchewan,0.11 - 1.0 ha,"0,11 - 1 ha",56.01,a,56.01,a
2004,2004,SK,Saskatchewan,Saskatchewan,1.1 - 10 ha,"1,1 - 10 ha",264.85,a,264.85,a
2004,2004,SK,Saskatchewan,Saskatchewan,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",115322.5,a,115322.5,a
2004,2004,SK,Saskatchewan,Saskatchewan,10.1 - 100 ha,"10,1 - 100 ha",974.3,a,974.3,a
2004,2004,SK,Saskatchewan,Saskatchewan,100.1 - 1 000 ha,"100,1 - 1 000 ha",13653.1,a,13653.1,a
2004,2004,SK,Saskatchewan,Saskatchewan,1000.1 - 10 000 ha,1000.1 - 10 000 ha,127864.8,a,127864.8,a
2004,2004,SK,Saskatchewan,Saskatchewan,Up to 0.1 ha,"Jusqu'à 0,1 ha",3.05,a,3.05,a
2004,2004,YT,Yukon,Yukon,0.11 - 1.0 ha,"0,11 - 1 ha",16.35,a,16.35,a
2004,2004,YT,Yukon,Yukon,1.1 - 10 ha,"1,1 - 10 ha",69.53,a,69.53,a
2004,2004,YT,Yukon,Yukon,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",992789,a,992789,a
2004,2004,YT,Yukon,Yukon,10.1 - 100 ha,"10,1 - 100 ha",1221.3,a,1221.3,a
2004,2004,YT,Yukon,Yukon,100.1 - 1 000 ha,"100,1 - 1 000 ha",12424,a,12424,a
2004,2004,YT,Yukon,Yukon,1000.1 - 10 000 ha,1000.1 - 10 000 ha,296338.34,a,296338.34,a
2004,2004,YT,Yukon,Yukon,Over 100 000 ha,Plus de 100 000 ha,416803,a,416803,a
2004,2004,YT,Yukon,Yukon,Up to 0.1 ha,"Jusqu'à 0,1 ha",2.57,a,2.57,a
2005,2005,AB,Alberta,Alberta,0.11 - 1.0 ha,"0,11 - 1 ha",133.96,a,133.96,a
2005,2005,AB,Alberta,Alberta,1.1 - 10 ha,"1,1 - 10 ha",505.49,a,505.49,a
2005,2005,AB,Alberta,Alberta,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",56750,a,56750,a
2005,2005,AB,Alberta,Alberta,10.1 - 100 ha,"10,1 - 100 ha",1657.7,a,1657.7,a
2005,2005,AB,Alberta,Alberta,100.1 - 1 000 ha,"100,1 - 1 000 ha",5702.52,a,5702.52,a
2005,2005,AB,Alberta,Alberta,1000.1 - 10 000 ha,1000.1 - 10 000 ha,27596.16,a,27596.16,a
2005,2005,AB,Alberta,Alberta,Up to 0.1 ha,"Jusqu'à 0,1 ha",23.1210000000003,a,23.1210000000003,a
2005,2005,BC,British Columbia,Colombie-Britannique,0.11 - 1.0 ha,"0,11 - 1 ha",94.8400000000001,a,94.8400000000001,a
2005,2005,BC,British Columbia,Colombie-Britannique,1.1 - 10 ha,"1,1 - 10 ha",424.45,a,424.45,a
2005,2005,BC,British Columbia,Colombie-Britannique,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",12371,a,12371,a
2005,2005,BC,British Columbia,Colombie-Britannique,10.1 - 100 ha,"10,1 - 100 ha",1782.5,a,1782.5,a
2005,2005,BC,British Columbia,Colombie-Britannique,100.1 - 1 000 ha,"100,1 - 1 000 ha",5498.5,a,5498.5,a
2005,2005,BC,British Columbia,Colombie-Britannique,1000.1 - 10 000 ha,1000.1 - 10 000 ha,16644,a,16644,a
2005,2005,BC,British Columbia,Colombie-Britannique,Up to 0.1 ha,"Jusqu'à 0,1 ha",17.6860000000001,a,17.6860000000001,a
2005,2005,MB,Manitoba,Manitoba,0.11 - 1.0 ha,"0,11 - 1 ha",45.8,a,45.8,a
2005,2005,MB,Manitoba,Manitoba,1.1 - 10 ha,"1,1 - 10 ha",251,a,251,a
2005,2005,MB,Manitoba,Manitoba,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",11749,a,11749,a
2005,2005,MB,Manitoba,Manitoba,10.1 - 100 ha,"10,1 - 100 ha",801,a,801,a
2005,2005,MB,Manitoba,Manitoba,100.1 - 1 000 ha,"100,1 - 1 000 ha",9422.8,a,9422.8,a
2005,2005,MB,Manitoba,Manitoba,1000.1 - 10 000 ha,1000.1 - 10 000 ha,53016,a,53016,a
2005,2005,MB,Manitoba,Manitoba,Up to 0.1 ha,"Jusqu'à 0,1 ha",6.09999999999999,a,6.09999999999999,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",59,a,59,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",246.1,a,246.1,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",184.9,a,184.9,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'à 0,1 ha",12.3,a,12.3,a
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,0.11 - 1.0 ha,"0,11 - 1 ha",10.2,a,10.2,a
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1.1 - 10 ha,"1,1 - 10 ha",69,a,69,a
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10.1 - 100 ha,"10,1 - 100 ha",191.362,a,191.362,a
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,100.1 - 1 000 ha,"100,1 - 1 000 ha",575.929,a,575.929,a
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1000.1 - 10 000 ha,1000.1 - 10 000 ha,17400.528,a,17400.528,a
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Up to 0.1 ha,"Jusqu'à 0,1 ha",1.5,a,1.5,a
2005,2005,NS,Nova Scotia,Nouvelle-Ecosse,0.11 - 1.0 ha,"0,11 - 1 ha",51,a,51,a
2005,2005,NS,Nova Scotia,Nouvelle-Ecosse,1.1 - 10 ha,"1,1 - 10 ha",177,a,177,a
2005,2005,NS,Nova Scotia,Nouvelle-Ecosse,10.1 - 100 ha,"10,1 - 100 ha",137,a,137,a
2005,2005,NS,Nova Scotia,Nouvelle-Ecosse,100.1 - 1 000 ha,"100,1 - 1 000 ha",130,a,130,a
2005,2005,NS,Nova Scotia,Nouvelle-Ecosse,Up to 0.1 ha,"Jusqu'à 0,1 ha",0,a,0,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",32.45,a,32.45,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",284.16,a,284.16,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",142095.59,a,142095.59,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",1929.88,a,1929.88,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",10122.9,a,10122.9,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,1000.1 - 10 000 ha,1000.1 - 10 000 ha,63665.74,a,63665.74,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'à 0,1 ha",1.9,a,1.9,a
2005,2005,ON,Ontario,Ontario,0.11 - 1.0 ha,"0,11 - 1 ha",386.15000426601,a,386.15000426601,a
2005,2005,ON,Ontario,Ontario,1.1 - 10 ha,"1,1 - 10 ha",665.700001,a,665.700001,a
2005,2005,ON,Ontario,Ontario,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",13623,a,13623,a
2005,2005,ON,Ontario,Ontario,10.1 - 100 ha,"10,1 - 100 ha",1015.99999941,a,1015.99999941,a
2005,2005,ON,Ontario,Ontario,100.1 - 1 000 ha,"100,1 - 1 000 ha",4230.9,a,4230.9,a
2005,2005,ON,Ontario,Ontario,1000.1 - 10 000 ha,1000.1 - 10 000 ha,22428,a,22428,a
2005,2005,ON,Ontario,Ontario,Up to 0.1 ha,"Jusqu'à 0,1 ha",1.1,a,1.1,a
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,0.11 - 1.0 ha,"0,11 - 1 ha",3,a,3,a
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,1000.1 - 10 000 ha,"1 000,1 - 10 000 ha",0,a,0,a
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,1.1 - 10 ha,"1,1 - 10 ha",25,a,25,a
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",0,a,0,a
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,10.1 - 100 ha,"10,1 - 100 ha",22,a,22,a
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,100.1 - 1 000 ha,"100,1 - 1 000 ha",0,a,0,a
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Over 100 000 ha,Plus de 100 000 ha,0,a,0,a
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Up to 0.1 ha,"Jusqu'à 0,1 ha",0,a,0,a
2005,2005,QC,Quebec,Québec,0.11 - 1.0 ha,"0,11 - 1 ha",150.2,a,150.2,a
2005,2005,QC,Quebec,Québec,1.1 - 10 ha,"1,1 - 10 ha",679.4,a,679.4,a
2005,2005,QC,Quebec,Québec,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",594661,a,594661,a
2005,2005,QC,Quebec,Québec,10.1 - 100 ha,"10,1 - 100 ha",1600.2,a,1600.2,a
2005,2005,QC,Quebec,Québec,100.1 - 1 000 ha,"100,1 - 1 000 ha",15541,a,15541,a
2005,2005,QC,Quebec,Québec,1000.1 - 10 000 ha,1000.1 - 10 000 ha,187494,a,187494,a
2005,2005,QC,Quebec,Québec,Up to 0.1 ha,"Jusqu'à 0,1 ha",14.5,a,14.5,a
2005,2005,SK,Saskatchewan,Saskatchewan,0.11 - 1.0 ha,"0,11 - 1 ha",46.25,a,46.25,a
2005,2005,SK,Saskatchewan,Saskatchewan,1.1 - 10 ha,"1,1 - 10 ha",285,a,285,a
2005,2005,SK,Saskatchewan,Saskatchewan,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",104613,a,104613,a
2005,2005,SK,Saskatchewan,Saskatchewan,10.1 - 100 ha,"10,1 - 100 ha",1488.9,a,1488.9,a
2005,2005,SK,Saskatchewan,Saskatchewan,100.1 - 1 000 ha,"100,1 - 1 000 ha",11875,a,11875,a
2005,2005,SK,Saskatchewan,Saskatchewan,1000.1 - 10 000 ha,1000.1 - 10 000 ha,96606,a,96606,a
2005,2005,SK,Saskatchewan,Saskatchewan,Up to 0.1 ha,"Jusqu'à 0,1 ha",4.26,a,4.26,a
2005,2005,YT,Yukon,Yukon,0.11 - 1.0 ha,"0,11 - 1 ha",7.4,a,7.4,a
2005,2005,YT,Yukon,Yukon,1.1 - 10 ha,"1,1 - 10 ha",30.1,a,30.1,a
2005,2005,YT,Yukon,Yukon,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",152100,a,152100,a
2005,2005,YT,Yukon,Yukon,10.1 - 100 ha,"10,1 - 100 ha",303,a,303,a
2005,2005,YT,Yukon,Yukon,100.1 - 1 000 ha,"100,1 - 1 000 ha",1390,a,1390,a
2005,2005,YT,Yukon,Yukon,1000.1 - 10 000 ha,1000.1 - 10 000 ha,33606,a,33606,a
2005,2005,YT,Yukon,Yukon,Up to 0.1 ha,"Jusqu'à 0,1 ha",1.84,a,1.84,a
2006,2006,AB,Alberta,Alberta,0.11 - 1.0 ha,"0,11 - 1 ha",187.44,a,187.44,a
2006,2006,AB,Alberta,Alberta,1.1 - 10 ha,"1,1 - 10 ha",455.91,a,455.91,a
2006,2006,AB,Alberta,Alberta,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",43736.53,a,43736.53,a
2006,2006,AB,Alberta,Alberta,10.1 - 100 ha,"10,1 - 100 ha",2842.49,a,2842.49,a
2006,2006,AB,Alberta,Alberta,100.1 - 1 000 ha,"100,1 - 1 000 ha",10655.47,a,10655.47,a
2006,2006,AB,Alberta,Alberta,1000.1 - 10 000 ha,1000.1 - 10 000 ha,78398.69,a,78398.69,a
2006,2006,AB,Alberta,Alberta,Up to 0.1 ha,"Jusqu'à 0,1 ha",35.3000000000009,a,35.3000000000009,a
2006,2006,BC,British Columbia,Colombie-Britannique,0.11 - 1.0 ha,"0,11 - 1 ha",193.02,a,193.02,a
2006,2006,BC,British Columbia,Colombie-Britannique,1.1 - 10 ha,"1,1 - 10 ha",943.15,a,943.15,a
2006,2006,BC,British Columbia,Colombie-Britannique,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",45111.5,a,45111.5,a
2006,2006,BC,British Columbia,Colombie-Britannique,10.1 - 100 ha,"10,1 - 100 ha",4270,a,4270,a
2006,2006,BC,British Columbia,Colombie-Britannique,100.1 - 1 000 ha,"100,1 - 1 000 ha",19551.1,a,19551.1,a
2006,2006,BC,British Columbia,Colombie-Britannique,1000.1 - 10 000 ha,1000.1 - 10 000 ha,69311.6,a,69311.6,a
2006,2006,BC,British Columbia,Colombie-Britannique,Up to 0.1 ha,"Jusqu'à 0,1 ha",44.0820000000006,a,44.0820000000006,a
2006,2006,MB,Manitoba,Manitoba,0.11 - 1.0 ha,"0,11 - 1 ha",120.9,a,120.9,a
2006,2006,MB,Manitoba,Manitoba,1.1 - 10 ha,"1,1 - 10 ha",390.9,a,390.9,a
2006,2006,MB,Manitoba,Manitoba,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",87236.8,a,87236.8,a
2006,2006,MB,Manitoba,Manitoba,10.1 - 100 ha,"10,1 - 100 ha",2116.4,a,2116.4,a
2006,2006,MB,Manitoba,Manitoba,100.1 - 1 000 ha,"100,1 - 1 000 ha",8874.3,a,8874.3,a
2006,2006,MB,Manitoba,Manitoba,1000.1 - 10 000 ha,1000.1 - 10 000 ha,68785.6,a,68785.6,a
2006,2006,MB,Manitoba,Manitoba,Up to 0.1 ha,"Jusqu'à 0,1 ha",25.5000000000001,a,25.5000000000001,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",61.2,a,61.2,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",214.7,a,214.7,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",190,a,190,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,100.1 - 1 000 ha,"100,1 - 1 000 ha",146.2,a,146.2,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'à 0,1 ha",12.5,a,12.5,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,0.11 - 1.0 ha,"0,11 - 1 ha",5.4,a,5.4,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1.1 - 10 ha,"1,1 - 10 ha",36.2,a,36.2,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10.1 - 100 ha,"10,1 - 100 ha",197.361,a,197.361,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,100.1 - 1 000 ha,"100,1 - 1 000 ha",559.414,a,559.414,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1000.1 - 10 000 ha,1000.1 - 10 000 ha,2666.193,a,2666.193,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Up to 0.1 ha,"Jusqu'à 0,1 ha",1,a,1,a
2006,2006,NS,Nova Scotia,Nouvelle-Ecosse,0.11 - 1.0 ha,"0,11 - 1 ha",49,a,49,a
2006,2006,NS,Nova Scotia,Nouvelle-Ecosse,1.1 - 10 ha,"1,1 - 10 ha",168,a,168,a
2006,2006,NS,Nova Scotia,Nouvelle-Ecosse,10.1 - 100 ha,"10,1 - 100 ha",255,a,255,a
2006,2006,NS,Nova Scotia,Nouvelle-Ecosse,100.1 - 1 000 ha,"100,1 - 1 000 ha",1574,a,1574,a
2006,2006,NS,Nova Scotia,Nouvelle-Ecosse,Up to 0.1 ha,"Jusqu'à 0,1 ha",0.01,a,0.01,a
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",22.01,a,22.01,a
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",145.34,a,145.34,a
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",1329.1,a,1329.1,a
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",7964.6,a,7964.6,a
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,1000.1 - 10 000 ha,1000.1 - 10 000 ha,51934.46,a,51934.46,a
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'à 0,1 ha",1.52,a,1.52,a
2006,2006,ON,Ontario,Ontario,0.11 - 1.0 ha,"0,11 - 1 ha",395.600004396011,a,395.600004396011,a
2006,2006,ON,Ontario,Ontario,1.1 - 10 ha,"1,1 - 10 ha",862.799999096,a,862.799999096,a
2006,2006,ON,Ontario,Ontario,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",34062,a,34062,a
2006,2006,ON,Ontario,Ontario,10.1 - 100 ha,"10,1 - 100 ha",4345.70000192,a,4345.70000192,a
2006,2006,ON,Ontario,Ontario,100.1 - 1 000 ha,"100,1 - 1 000 ha",23118.5,a,23118.5,a
2006,2006,ON,Ontario,Ontario,1000.1 - 10 000 ha,1000.1 - 10 000 ha,87203.3,a,87203.3,a
2006,2006,ON,Ontario,Ontario,Up to 0.1 ha,"Jusqu'à 0,1 ha",0.4,a,0.4,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,0.11 - 1.0 ha,"0,11 - 1 ha",7,a,7,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,1000.1 - 10 000 ha,"1 000,1 - 10 000 ha",0,a,0,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,1.1 - 10 ha,"1,1 - 10 ha",15,a,15,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",0,a,0,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,10.1 - 100 ha,"10,1 - 100 ha",28,a,28,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,100.1 - 1 000 ha,"100,1 - 1 000 ha",0,a,0,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,Over 100 000 ha,Plus de 100 000 ha,0,a,0,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,Up to 0.1 ha,"Jusqu'à 0,1 ha",1,a,1,a
2006,2006,QC,Quebec,Québec,0.11 - 1.0 ha,"0,11 - 1 ha",68.4,a,68.4,a
2006,2006,QC,Quebec,Québec,1.1 - 10 ha,"1,1 - 10 ha",396.6,a,396.6,a
2006,2006,QC,Quebec,Québec,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",80089,a,80089,a
2006,2006,QC,Quebec,Québec,10.1 - 100 ha,"10,1 - 100 ha",1604.6,a,1604.6,a
2006,2006,QC,Quebec,Québec,100.1 - 1 000 ha,"100,1 - 1 000 ha",9640,a,9640,a
2006,2006,QC,Quebec,Québec,1000.1 - 10 000 ha,1000.1 - 10 000 ha,44545,a,44545,a
2006,2006,QC,Quebec,Québec,Up to 0.1 ha,"Jusqu'à 0,1 ha",8.99999999999998,a,8.99999999999998,a
2006,2006,SK,Saskatchewan,Saskatchewan,0.11 - 1.0 ha,"0,11 - 1 ha",53.13,a,53.13,a
2006,2006,SK,Saskatchewan,Saskatchewan,1.1 - 10 ha,"1,1 - 10 ha",461.9,a,461.9,a
2006,2006,SK,Saskatchewan,Saskatchewan,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",509394,a,509394,a
2006,2006,SK,Saskatchewan,Saskatchewan,10.1 - 100 ha,"10,1 - 100 ha",2220.62,a,2220.62,a
2006,2006,SK,Saskatchewan,Saskatchewan,100.1 - 1 000 ha,"100,1 - 1 000 ha",20856,a,20856,a
2006,2006,SK,Saskatchewan,Saskatchewan,1000.1 - 10 000 ha,1000.1 - 10 000 ha,148769,a,148769,a
2006,2006,SK,Saskatchewan,Saskatchewan,Over 100 000 ha,Plus de 100 000 ha,526674,a,526674,a
2006,2006,SK,Saskatchewan,Saskatchewan,Up to 0.1 ha,"Jusqu'à 0,1 ha",5.90999999999998,a,5.90999999999998,a
2006,2006,YT,Yukon,Yukon,0.11 - 1.0 ha,"0,11 - 1 ha",9.7,a,9.7,a
2006,2006,YT,Yukon,Yukon,1.1 - 10 ha,"1,1 - 10 ha",40.3,a,40.3,a
2006,2006,YT,Yukon,Yukon,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",48993,a,48993,a
2006,2006,YT,Yukon,Yukon,10.1 - 100 ha,"10,1 - 100 ha",344.1,a,344.1,a
2006,2006,YT,Yukon,Yukon,100.1 - 1 000 ha,"100,1 - 1 000 ha",3737,a,3737,a
2006,2006,YT,Yukon,Yukon,1000.1 - 10 000 ha,1000.1 - 10 000 ha,41908,a,41908,a
2006,2006,YT,Yukon,Yukon,Up to 0.1 ha,"Jusqu'à 0,1 ha",1.24,a,1.24,a
2007,2007,AB,Alberta,Alberta,0.11 - 1.0 ha,"0,11 - 1 ha",117.23,a,117.23,a
2007,2007,AB,Alberta,Alberta,1.1 - 10 ha,"1,1 - 10 ha",340.96,a,340.96,a
2007,2007,AB,Alberta,Alberta,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",168329.5,a,168329.5,a
2007,2007,AB,Alberta,Alberta,10.1 - 100 ha,"10,1 - 100 ha",1073.14,a,1073.14,a
2007,2007,AB,Alberta,Alberta,100.1 - 1 000 ha,"100,1 - 1 000 ha",4495.1,a,4495.1,a
2007,2007,AB,Alberta,Alberta,1000.1 - 10 000 ha,1000.1 - 10 000 ha,26406.9,a,26406.9,a
2007,2007,AB,Alberta,Alberta,Over 100 000 ha,Plus de 100 000 ha,125208,a,125208,a
2007,2007,AB,Alberta,Alberta,Up to 0.1 ha,"Jusqu'à 0,1 ha",23.4800000000005,a,23.4800000000005,a
2007,2007,BC,British Columbia,Colombie-Britannique,0.11 - 1.0 ha,"0,11 - 1 ha",136.65,a,136.65,a
2007,2007,BC,British Columbia,Colombie-Britannique,1.1 - 10 ha,"1,1 - 10 ha",457.41,a,457.41,a
2007,2007,BC,British Columbia,Colombie-Britannique,10.1 - 100 ha,"10,1 - 100 ha",1934.4,a,1934.4,a
2007,2007,BC,British Columbia,Colombie-Britannique,100.1 - 1 000 ha,"100,1 - 1 000 ha",5416.4,a,5416.4,a
2007,2007,BC,British Columbia,Colombie-Britannique,1000.1 - 10 000 ha,1000.1 - 10 000 ha,22009,a,22009,a
2007,2007,BC,British Columbia,Colombie-Britannique,Up to 0.1 ha,"Jusqu'à 0,1 ha",32.9940000000004,a,32.9940000000004,a
2007,2007,MB,Manitoba,Manitoba,0.11 - 1.0 ha,"0,11 - 1 ha",52.1,a,52.1,a
2007,2007,MB,Manitoba,Manitoba,1.1 - 10 ha,"1,1 - 10 ha",277.6,a,277.6,a
2007,2007,MB,Manitoba,Manitoba,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",279579,a,279579,a
2007,2007,MB,Manitoba,Manitoba,10.1 - 100 ha,"10,1 - 100 ha",1251.4,a,1251.4,a
2007,2007,MB,Manitoba,Manitoba,100.1 - 1 000 ha,"100,1 - 1 000 ha",9030.6,a,9030.6,a
2007,2007,MB,Manitoba,Manitoba,1000.1 - 10 000 ha,1000.1 - 10 000 ha,46679,a,46679,a
2007,2007,MB,Manitoba,Manitoba,Up to 0.1 ha,"Jusqu'à 0,1 ha",11.1,a,11.1,a
2007,2007,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",67.6,a,67.6,a
2007,2007,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",231.4,a,231.4,a
2007,2007,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",131.2,a,131.2,a
2007,2007,NB,New Brunswick,Nouveau-Brunswick,100.1 - 1 000 ha,"100,1 - 1 000 ha",150,a,150,a
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'à 0,1 ha",12.8,a,12.8,a
2007,2007,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,0.11 - 1.0 ha,"0,11 - 1 ha",2.293,a,2.293,a
2007,2007,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1.1 - 10 ha,"1,1 - 10 ha",40.821,a,40.821,a
2007,2007,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10.1 - 100 ha,"10,1 - 100 ha",231.883,a,231.883,a
2007,2007,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,100.1 - 1 000 ha,"100,1 - 1 000 ha",468.58,a,468.58,a
