Year,Année,ISO,Jurisdiction,Juridiction,Fire size class,"Classe de superficie à l'extinction",Number,Data Qualifier,Nombre,Qualificatifs de données
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,Up to 0.1 ha,"Jusqu'à 0,1 ha",5,a,5,a
1999,1999,QC,Quebec,Québec,0.11 - 1.0 ha,"0,11 - 1 ha",238,a,238,a
1999,1999,QC,Quebec,Québec,1.1 - 10 ha,"1,1 - 10 ha",139,a,139,a
1999,1999,QC,Quebec,Québec,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",2,a,2,a
1999,1999,QC,Quebec,Québec,10.1 - 100 ha,"10,1 - 100 ha",32,a,32,a
1999,1999,QC,Quebec,Québec,100.1 - 1 000 ha,"100,1 - 1 000 ha",10,a,10,a
1999,1999,QC,Quebec,Québec,1000.1 - 10 000 ha,1000.1 - 10 000 ha,7,a,7,a
1999,1999,QC,Quebec,Québec,Up to 0.1 ha,"Jusqu'à 0,1 ha",609,a,609,a
1999,1999,SK,Saskatchewan,Saskatchewan,0.11 - 1.0 ha,"0,11 - 1 ha",157,a,157,a
1999,1999,SK,Saskatchewan,Saskatchewan,1.1 - 10 ha,"1,1 - 10 ha",119,a,119,a
1999,1999,SK,Saskatchewan,Saskatchewan,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",5,a,5,a
1999,1999,SK,Saskatchewan,Saskatchewan,10.1 - 100 ha,"10,1 - 100 ha",49,a,49,a
1999,1999,SK,Saskatchewan,Saskatchewan,100.1 - 1 000 ha,"100,1 - 1 000 ha",24,a,24,a
1999,1999,SK,Saskatchewan,Saskatchewan,1000.1 - 10 000 ha,1000.1 - 10 000 ha,20,a,20,a
1999,1999,SK,Saskatchewan,Saskatchewan,Up to 0.1 ha,"Jusqu'à 0,1 ha",366,a,366,a
1999,1999,YT,Yukon,Yukon,0.11 - 1.0 ha,"0,11 - 1 ha",37,a,37,a
1999,1999,YT,Yukon,Yukon,1.1 - 10 ha,"1,1 - 10 ha",21,a,21,a
1999,1999,YT,Yukon,Yukon,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",5,a,5,a
1999,1999,YT,Yukon,Yukon,10.1 - 100 ha,"10,1 - 100 ha",13,a,13,a
1999,1999,YT,Yukon,Yukon,100.1 - 1 000 ha,"100,1 - 1 000 ha",15,a,15,a
1999,1999,YT,Yukon,Yukon,1000.1 - 10 000 ha,1000.1 - 10 000 ha,21,a,21,a
1999,1999,YT,Yukon,Yukon,Up to 0.1 ha,"Jusqu'à 0,1 ha",47,a,47,a
2000,2000,AB,Alberta,Alberta,0.11 - 1.0 ha,"0,11 - 1 ha",261,a,261,a
2000,2000,AB,Alberta,Alberta,1.1 - 10 ha,"1,1 - 10 ha",172,a,172,a
2000,2000,AB,Alberta,Alberta,10.1 - 100 ha,"10,1 - 100 ha",56,a,56,a
2000,2000,AB,Alberta,Alberta,100.1 - 1 000 ha,"100,1 - 1 000 ha",19,a,19,a
2000,2000,AB,Alberta,Alberta,1000.1 - 10 000 ha,1000.1 - 10 000 ha,11,a,11,a
2000,2000,AB,Alberta,Alberta,Up to 0.1 ha,"Jusqu'à 0,1 ha",345,a,345,a
2000,2000,BC,British Columbia,Colombie-Britannique,0.11 - 1.0 ha,"0,11 - 1 ha",330,a,330,a
2000,2000,BC,British Columbia,Colombie-Britannique,1.1 - 10 ha,"1,1 - 10 ha",187,a,187,a
2000,2000,BC,British Columbia,Colombie-Britannique,10.1 - 100 ha,"10,1 - 100 ha",61,a,61,a
2000,2000,BC,British Columbia,Colombie-Britannique,100.1 - 1 000 ha,"100,1 - 1 000 ha",13,a,13,a
2000,2000,BC,British Columbia,Colombie-Britannique,1000.1 - 10 000 ha,1000.1 - 10 000 ha,2,a,2,a
2000,2000,BC,British Columbia,Colombie-Britannique,Up to 0.1 ha,"Jusqu'à 0,1 ha",958,a,958,a
2000,2000,MB,Manitoba,Manitoba,0.11 - 1.0 ha,"0,11 - 1 ha",148,a,148,a
2000,2000,MB,Manitoba,Manitoba,1.1 - 10 ha,"1,1 - 10 ha",121,a,121,a
2000,2000,MB,Manitoba,Manitoba,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",2,a,2,a
2000,2000,MB,Manitoba,Manitoba,10.1 - 100 ha,"10,1 - 100 ha",47,a,47,a
2000,2000,MB,Manitoba,Manitoba,100.1 - 1 000 ha,"100,1 - 1 000 ha",24,a,24,a
2000,2000,MB,Manitoba,Manitoba,1000.1 - 10 000 ha,1000.1 - 10 000 ha,15,a,15,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",101,a,101,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",55,a,55,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",4,a,4,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,100.1 - 1 000 ha,"100,1 - 1 000 ha",1,a,1,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'à 0,1 ha",181,a,181,a
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,0.11 - 1.0 ha,"0,11 - 1 ha",30,a,30,a
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1.1 - 10 ha,"1,1 - 10 ha",10,a,10,a
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",3,a,3,a
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10.1 - 100 ha,"10,1 - 100 ha",3,a,3,a
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,100.1 - 1 000 ha,"100,1 - 1 000 ha",10,a,10,a
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1000.1 - 10 000 ha,1000.1 - 10 000 ha,11,a,11,a
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Up to 0.1 ha,"Jusqu'à 0,1 ha",82,a,82,a
2000,2000,NS,Nova Scotia,Nouvelle-Ecosse,0.11 - 1.0 ha,"0,11 - 1 ha",59,a,59,a
2000,2000,NS,Nova Scotia,Nouvelle-Ecosse,1.1 - 10 ha,"1,1 - 10 ha",26,a,26,a
2000,2000,NS,Nova Scotia,Nouvelle-Ecosse,10.1 - 100 ha,"10,1 - 100 ha",1,a,1,a
2000,2000,NS,Nova Scotia,Nouvelle-Ecosse,100.1 - 1 000 ha,"100,1 - 1 000 ha",2,a,2,a
2000,2000,NS,Nova Scotia,Nouvelle-Ecosse,Up to 0.1 ha,"Jusqu'à 0,1 ha",124,a,124,a
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",75,a,75,a
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",70,a,70,a
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",3,a,3,a
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",40,a,40,a
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",16,a,16,a
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,1000.1 - 10 000 ha,1000.1 - 10 000 ha,28,a,28,a
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'à 0,1 ha",43,a,43,a
2000,2000,ON,Ontario,Ontario,0.11 - 1.0 ha,"0,11 - 1 ha",520,a,520,a
2000,2000,ON,Ontario,Ontario,1.1 - 10 ha,"1,1 - 10 ha",93,a,93,a
2000,2000,ON,Ontario,Ontario,10.1 - 100 ha,"10,1 - 100 ha",31,a,31,a
2000,2000,ON,Ontario,Ontario,100.1 - 1 000 ha,"100,1 - 1 000 ha",8,a,8,a
2000,2000,ON,Ontario,Ontario,1000.1 - 10 000 ha,1000.1 - 10 000 ha,1,a,1,a
2000,2000,PE,Prince Edward Island,Île-du-Prince-Édouard,0.11 - 1.0 ha,"0,11 - 1 ha",,a,,a
2000,2000,PE,Prince Edward Island,Île-du-Prince-Édouard,1000.1 - 10 000 ha,"1 000,1 - 10 000 ha",,a,,a
2000,2000,PE,Prince Edward Island,Île-du-Prince-Édouard,1.1 - 10 ha,"1,1 - 10 ha",,a,,a
2000,2000,PE,Prince Edward Island,Île-du-Prince-Édouard,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",,a,,a
2000,2000,PE,Prince Edward Island,Île-du-Prince-Édouard,10.1 - 100 ha,"10,1 - 100 ha",,a,,a
2000,2000,PE,Prince Edward Island,Île-du-Prince-Édouard,100.1 - 1 000 ha,"100,1 - 1 000 ha",,a,,a
2000,2000,PE,Prince Edward Island,Île-du-Prince-Édouard,Over 100 000 ha,Plus de 100 000 ha,,a,,a
2000,2000,PE,Prince Edward Island,Île-du-Prince-Édouard,Up to 0.1 ha,"Jusqu'à 0,1 ha",,a,,a
2000,2000,QC,Quebec,Québec,0.11 - 1.0 ha,"0,11 - 1 ha",114,a,114,a
2000,2000,QC,Quebec,Québec,1.1 - 10 ha,"1,1 - 10 ha",77,a,77,a
2000,2000,QC,Quebec,Québec,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",2,a,2,a
2000,2000,QC,Quebec,Québec,10.1 - 100 ha,"10,1 - 100 ha",17,a,17,a
2000,2000,QC,Quebec,Québec,100.1 - 1 000 ha,"100,1 - 1 000 ha",9,a,9,a
2000,2000,QC,Quebec,Québec,1000.1 - 10 000 ha,1000.1 - 10 000 ha,5,a,5,a
2000,2000,QC,Quebec,Québec,Up to 0.1 ha,"Jusqu'à 0,1 ha",293,a,293,a
2000,2000,SK,Saskatchewan,Saskatchewan,0.11 - 1.0 ha,"0,11 - 1 ha",118,a,118,a
2000,2000,SK,Saskatchewan,Saskatchewan,1.1 - 10 ha,"1,1 - 10 ha",69,a,69,a
2000,2000,SK,Saskatchewan,Saskatchewan,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",4,a,4,a
2000,2000,SK,Saskatchewan,Saskatchewan,10.1 - 100 ha,"10,1 - 100 ha",34,a,34,a
2000,2000,SK,Saskatchewan,Saskatchewan,100.1 - 1 000 ha,"100,1 - 1 000 ha",17,a,17,a
2000,2000,SK,Saskatchewan,Saskatchewan,1000.1 - 10 000 ha,1000.1 - 10 000 ha,9,a,9,a
2000,2000,SK,Saskatchewan,Saskatchewan,Up to 0.1 ha,"Jusqu'à 0,1 ha",171,a,171,a
2000,2000,YT,Yukon,Yukon,0.11 - 1.0 ha,"0,11 - 1 ha",7,a,7,a
2000,2000,YT,Yukon,Yukon,1.1 - 10 ha,"1,1 - 10 ha",11,a,11,a
2000,2000,YT,Yukon,Yukon,10.1 - 100 ha,"10,1 - 100 ha",2,a,2,a
2000,2000,YT,Yukon,Yukon,100.1 - 1 000 ha,"100,1 - 1 000 ha",6,a,6,a
2000,2000,YT,Yukon,Yukon,1000.1 - 10 000 ha,1000.1 - 10 000 ha,1,a,1,a
2000,2000,YT,Yukon,Yukon,Up to 0.1 ha,"Jusqu'à 0,1 ha",28,a,28,a
2001,2001,AB,Alberta,Alberta,0.11 - 1.0 ha,"0,11 - 1 ha",290,a,290,a
2001,2001,AB,Alberta,Alberta,1.1 - 10 ha,"1,1 - 10 ha",162,a,162,a
2001,2001,AB,Alberta,Alberta,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",1,a,1,a
2001,2001,AB,Alberta,Alberta,10.1 - 100 ha,"10,1 - 100 ha",30,a,30,a
2001,2001,AB,Alberta,Alberta,100.1 - 1 000 ha,"100,1 - 1 000 ha",25,a,25,a
2001,2001,AB,Alberta,Alberta,1000.1 - 10 000 ha,1000.1 - 10 000 ha,8,a,8,a
2001,2001,AB,Alberta,Alberta,Over 100 000 ha,Plus de 100 000 ha,1,a,1,a
2001,2001,AB,Alberta,Alberta,Up to 0.1 ha,"Jusqu'à 0,1 ha",507,a,507,a
2001,2001,BC,British Columbia,Colombie-Britannique,0.11 - 1.0 ha,"0,11 - 1 ha",302,a,302,a
2001,2001,BC,British Columbia,Colombie-Britannique,1.1 - 10 ha,"1,1 - 10 ha",190,a,190,a
2001,2001,BC,British Columbia,Colombie-Britannique,10.1 - 100 ha,"10,1 - 100 ha",39,a,39,a
2001,2001,BC,British Columbia,Colombie-Britannique,100.1 - 1 000 ha,"100,1 - 1 000 ha",11,a,11,a
2001,2001,BC,British Columbia,Colombie-Britannique,1000.1 - 10 000 ha,1000.1 - 10 000 ha,3,a,3,a
2001,2001,BC,British Columbia,Colombie-Britannique,Up to 0.1 ha,"Jusqu'à 0,1 ha",775,a,775,a
2001,2001,MB,Manitoba,Manitoba,0.11 - 1.0 ha,"0,11 - 1 ha",215,a,215,a
2001,2001,MB,Manitoba,Manitoba,1.1 - 10 ha,"1,1 - 10 ha",202,a,202,a
2001,2001,MB,Manitoba,Manitoba,10.1 - 100 ha,"10,1 - 100 ha",60,a,60,a
2001,2001,MB,Manitoba,Manitoba,100.1 - 1 000 ha,"100,1 - 1 000 ha",35,a,35,a
2001,2001,MB,Manitoba,Manitoba,1000.1 - 10 000 ha,1000.1 - 10 000 ha,20,a,20,a
2001,2001,MB,Manitoba,Manitoba,Up to 0.1 ha,"Jusqu'à 0,1 ha",1,a,1,a
2001,2001,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",168,a,168,a
2001,2001,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",89,a,89,a
2001,2001,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",10,a,10,a
2001,2001,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'à 0,1 ha",229,a,229,a
2001,2001,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,0.11 - 1.0 ha,"0,11 - 1 ha",33,a,33,a
2001,2001,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1.1 - 10 ha,"1,1 - 10 ha",11,a,11,a
2001,2001,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10.1 - 100 ha,"10,1 - 100 ha",7,a,7,a
2001,2001,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,100.1 - 1 000 ha,"100,1 - 1 000 ha",2,a,2,a
2001,2001,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Up to 0.1 ha,"Jusqu'à 0,1 ha",129,a,129,a
2001,2001,NS,Nova Scotia,Nouvelle-Ecosse,0.11 - 1.0 ha,"0,11 - 1 ha",152,a,152,a
2001,2001,NS,Nova Scotia,Nouvelle-Ecosse,1.1 - 10 ha,"1,1 - 10 ha",50,a,50,a
2001,2001,NS,Nova Scotia,Nouvelle-Ecosse,10.1 - 100 ha,"10,1 - 100 ha",11,a,11,a
2001,2001,NS,Nova Scotia,Nouvelle-Ecosse,Up to 0.1 ha,"Jusqu'à 0,1 ha",276,a,276,a
2001,2001,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",33,a,33,a
2001,2001,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",34,a,34,a
2001,2001,NT,Northwest Territories,Territoires du Nord-Ouest,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",4,a,4,a
2001,2001,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",13,a,13,a
2001,2001,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",4,a,4,a
2001,2001,NT,Northwest Territories,Territoires du Nord-Ouest,1000.1 - 10 000 ha,1000.1 - 10 000 ha,12,a,12,a
2001,2001,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'à 0,1 ha",28,a,28,a
2001,2001,ON,Ontario,Ontario,0.11 - 1.0 ha,"0,11 - 1 ha",1297,a,1297,a
2001,2001,ON,Ontario,Ontario,1.1 - 10 ha,"1,1 - 10 ha",214,a,214,a
2001,2001,ON,Ontario,Ontario,10.1 - 100 ha,"10,1 - 100 ha",63,a,63,a
2001,2001,ON,Ontario,Ontario,100.1 - 1 000 ha,"100,1 - 1 000 ha",16,a,16,a
2001,2001,ON,Ontario,Ontario,1000.1 - 10 000 ha,1000.1 - 10 000 ha,2,a,2,a
2001,2001,ON,Ontario,Ontario,Up to 0.1 ha,"Jusqu'à 0,1 ha",4,a,4,a
2001,2001,PE,Prince Edward Island,Île-du-Prince-Édouard,0.11 - 1.0 ha,"0,11 - 1 ha",12,a,12,a
2001,2001,PE,Prince Edward Island,Île-du-Prince-Édouard,1000.1 - 10 000 ha,"1 000,1 - 10 000 ha",0,a,0,a
2001,2001,PE,Prince Edward Island,Île-du-Prince-Édouard,1.1 - 10 ha,"1,1 - 10 ha",7,a,7,a
2001,2001,PE,Prince Edward Island,Île-du-Prince-Édouard,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",0,a,0,a
2001,2001,PE,Prince Edward Island,Île-du-Prince-Édouard,10.1 - 100 ha,"10,1 - 100 ha",0,a,0,a
2001,2001,PE,Prince Edward Island,Île-du-Prince-Édouard,100.1 - 1 000 ha,"100,1 - 1 000 ha",0,a,0,a
2001,2001,PE,Prince Edward Island,Île-du-Prince-Édouard,Over 100 000 ha,Plus de 100 000 ha,0,a,0,a
2001,2001,PE,Prince Edward Island,Île-du-Prince-Édouard,Up to 0.1 ha,"Jusqu'à 0,1 ha",27,a,27,a
2001,2001,QC,Quebec,Québec,0.11 - 1.0 ha,"0,11 - 1 ha",218,a,218,a
2001,2001,QC,Quebec,Québec,1.1 - 10 ha,"1,1 - 10 ha",123,a,123,a
2001,2001,QC,Quebec,Québec,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",1,a,1,a
2001,2001,QC,Quebec,Québec,10.1 - 100 ha,"10,1 - 100 ha",26,a,26,a
2001,2001,QC,Quebec,Québec,100.1 - 1 000 ha,"100,1 - 1 000 ha",4,a,4,a
2001,2001,QC,Quebec,Québec,1000.1 - 10 000 ha,1000.1 - 10 000 ha,2,a,2,a
2001,2001,QC,Quebec,Québec,Up to 0.1 ha,"Jusqu'à 0,1 ha",631,a,631,a
2001,2001,SK,Saskatchewan,Saskatchewan,0.11 - 1.0 ha,"0,11 - 1 ha",247,a,247,a
2001,2001,SK,Saskatchewan,Saskatchewan,1.1 - 10 ha,"1,1 - 10 ha",145,a,145,a
2001,2001,SK,Saskatchewan,Saskatchewan,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",6,a,6,a
2001,2001,SK,Saskatchewan,Saskatchewan,10.1 - 100 ha,"10,1 - 100 ha",85,a,85,a
2001,2001,SK,Saskatchewan,Saskatchewan,100.1 - 1 000 ha,"100,1 - 1 000 ha",36,a,36,a
2001,2001,SK,Saskatchewan,Saskatchewan,1000.1 - 10 000 ha,1000.1 - 10 000 ha,15,a,15,a
2001,2001,SK,Saskatchewan,Saskatchewan,Up to 0.1 ha,"Jusqu'à 0,1 ha",341,a,341,a
2001,2001,YT,Yukon,Yukon,0.11 - 1.0 ha,"0,11 - 1 ha",19,a,19,a
2001,2001,YT,Yukon,Yukon,1.1 - 10 ha,"1,1 - 10 ha",14,a,14,a
2001,2001,YT,Yukon,Yukon,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",1,a,1,a
2001,2001,YT,Yukon,Yukon,10.1 - 100 ha,"10,1 - 100 ha",10,a,10,a
2001,2001,YT,Yukon,Yukon,100.1 - 1 000 ha,"100,1 - 1 000 ha",2,a,2,a
2001,2001,YT,Yukon,Yukon,1000.1 - 10 000 ha,1000.1 - 10 000 ha,1,a,1,a
2001,2001,YT,Yukon,Yukon,Up to 0.1 ha,"Jusqu'à 0,1 ha",21,a,21,a
2002,2002,AB,Alberta,Alberta,0.11 - 1.0 ha,"0,11 - 1 ha",341,a,341,a
2002,2002,AB,Alberta,Alberta,1.1 - 10 ha,"1,1 - 10 ha",176,a,176,a
2002,2002,AB,Alberta,Alberta,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",2,a,2,a
2002,2002,AB,Alberta,Alberta,10.1 - 100 ha,"10,1 - 100 ha",52,a,52,a
2002,2002,AB,Alberta,Alberta,100.1 - 1 000 ha,"100,1 - 1 000 ha",14,a,14,a
2002,2002,AB,Alberta,Alberta,1000.1 - 10 000 ha,1000.1 - 10 000 ha,16,a,16,a
2002,2002,AB,Alberta,Alberta,Over 100 000 ha,Plus de 100 000 ha,2,a,2,a
2002,2002,AB,Alberta,Alberta,Up to 0.1 ha,"Jusqu'à 0,1 ha",890,a,890,a
2002,2002,BC,British Columbia,Colombie-Britannique,0.11 - 1.0 ha,"0,11 - 1 ha",423,a,423,a
2002,2002,BC,British Columbia,Colombie-Britannique,1.1 - 10 ha,"1,1 - 10 ha",226,a,226,a
2002,2002,BC,British Columbia,Colombie-Britannique,10.1 - 100 ha,"10,1 - 100 ha",59,a,59,a
2002,2002,BC,British Columbia,Colombie-Britannique,100.1 - 1 000 ha,"100,1 - 1 000 ha",9,a,9,a
2002,2002,BC,British Columbia,Colombie-Britannique,1000.1 - 10 000 ha,1000.1 - 10 000 ha,2,a,2,a
2002,2002,BC,British Columbia,Colombie-Britannique,Up to 0.1 ha,"Jusqu'à 0,1 ha",1076,a,1076,a
2002,2002,MB,Manitoba,Manitoba,0.11 - 1.0 ha,"0,11 - 1 ha",338,a,338,a
2002,2002,MB,Manitoba,Manitoba,1.1 - 10 ha,"1,1 - 10 ha",258,a,258,a
2002,2002,MB,Manitoba,Manitoba,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",2,a,2,a
2002,2002,MB,Manitoba,Manitoba,10.1 - 100 ha,"10,1 - 100 ha",106,a,106,a
2002,2002,MB,Manitoba,Manitoba,100.1 - 1 000 ha,"100,1 - 1 000 ha",39,a,39,a
2002,2002,MB,Manitoba,Manitoba,1000.1 - 10 000 ha,1000.1 - 10 000 ha,17,a,17,a
2002,2002,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",98,a,98,a
2002,2002,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",45,a,45,a
2002,2002,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",3,a,3,a
2002,2002,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'à 0,1 ha",171,a,171,a
2002,2002,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,0.11 - 1.0 ha,"0,11 - 1 ha",24,a,24,a
2002,2002,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1.1 - 10 ha,"1,1 - 10 ha",8,a,8,a
2002,2002,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",1,a,1,a
2002,2002,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10.1 - 100 ha,"10,1 - 100 ha",8,a,8,a
2002,2002,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,100.1 - 1 000 ha,"100,1 - 1 000 ha",4,a,4,a
2002,2002,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1000.1 - 10 000 ha,1000.1 - 10 000 ha,1,a,1,a
2002,2002,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Up to 0.1 ha,"Jusqu'à 0,1 ha",54,a,54,a
2002,2002,NS,Nova Scotia,Nouvelle-Ecosse,0.11 - 1.0 ha,"0,11 - 1 ha",84,a,84,a
2002,2002,NS,Nova Scotia,Nouvelle-Ecosse,1.1 - 10 ha,"1,1 - 10 ha",39,a,39,a
2002,2002,NS,Nova Scotia,Nouvelle-Ecosse,10.1 - 100 ha,"10,1 - 100 ha",3,a,3,a
2002,2002,NS,Nova Scotia,Nouvelle-Ecosse,Up to 0.1 ha,"Jusqu'à 0,1 ha",144,a,144,a
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",20,a,20,a
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",28,a,28,a
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",11,a,11,a
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",7,a,7,a
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,1000.1 - 10 000 ha,1000.1 - 10 000 ha,7,a,7,a
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'à 0,1 ha",12,a,12,a
2002,2002,ON,Ontario,Ontario,0.11 - 1.0 ha,"0,11 - 1 ha",933,a,933,a
2002,2002,ON,Ontario,Ontario,1.1 - 10 ha,"1,1 - 10 ha",114,a,114,a
2002,2002,ON,Ontario,Ontario,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",5,a,5,a
2002,2002,ON,Ontario,Ontario,10.1 - 100 ha,"10,1 - 100 ha",49,a,49,a
2002,2002,ON,Ontario,Ontario,100.1 - 1 000 ha,"100,1 - 1 000 ha",43,a,43,a
2002,2002,ON,Ontario,Ontario,1000.1 - 10 000 ha,1000.1 - 10 000 ha,19,a,19,a
2002,2002,PE,Prince Edward Island,Île-du-Prince-Édouard,0.11 - 1.0 ha,"0,11 - 1 ha",3,a,3,a
2002,2002,PE,Prince Edward Island,Île-du-Prince-Édouard,1000.1 - 10 000 ha,"1 000,1 - 10 000 ha",0,a,0,a
2002,2002,PE,Prince Edward Island,Île-du-Prince-Édouard,1.1 - 10 ha,"1,1 - 10 ha",4,a,4,a
2002,2002,PE,Prince Edward Island,Île-du-Prince-Édouard,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",0,a,0,a
2002,2002,PE,Prince Edward Island,Île-du-Prince-Édouard,10.1 - 100 ha,"10,1 - 100 ha",4,a,4,a
2002,2002,PE,Prince Edward Island,Île-du-Prince-Édouard,100.1 - 1 000 ha,"100,1 - 1 000 ha",0,a,0,a
2002,2002,PE,Prince Edward Island,Île-du-Prince-Édouard,Over 100 000 ha,Plus de 100 000 ha,0,a,0,a
2002,2002,PE,Prince Edward Island,Île-du-Prince-Édouard,Up to 0.1 ha,"Jusqu'à 0,1 ha",18,a,18,a
2002,2002,QC,Quebec,Québec,0.11 - 1.0 ha,"0,11 - 1 ha",176,a,176,a
2002,2002,QC,Quebec,Québec,1.1 - 10 ha,"1,1 - 10 ha",115,a,115,a
2002,2002,QC,Quebec,Québec,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",21,a,21,a
2002,2002,QC,Quebec,Québec,10.1 - 100 ha,"10,1 - 100 ha",28,a,28,a
2002,2002,QC,Quebec,Québec,100.1 - 1 000 ha,"100,1 - 1 000 ha",33,a,33,a
2002,2002,QC,Quebec,Québec,1000.1 - 10 000 ha,1000.1 - 10 000 ha,35,a,35,a
2002,2002,QC,Quebec,Québec,Over 100 000 ha,Plus de 100 000 ha,2,a,2,a
2002,2002,QC,Quebec,Québec,Up to 0.1 ha,"Jusqu'à 0,1 ha",489,a,489,a
2002,2002,SK,Saskatchewan,Saskatchewan,0.11 - 1.0 ha,"0,11 - 1 ha",246,a,246,a
2002,2002,SK,Saskatchewan,Saskatchewan,1.1 - 10 ha,"1,1 - 10 ha",167,a,167,a
