Year,Année,ISO,Jurisdiction,Juridiction,Fire size class,"Classe de superficie à l'extinction",Number,Data Qualifier,Nombre,Qualificatifs de données
1996,1996,PE,Prince Edward Island,Île-du-Prince-Édouard,Up to 0.1 ha,"Jusqu'à 0,1 ha",0,a,0,a
1996,1996,QC,Quebec,Québec,0.11 - 1.0 ha,"0,11 - 1 ha",219,a,219,a
1996,1996,QC,Quebec,Québec,1.1 - 10 ha,"1,1 - 10 ha",228,a,228,a
1996,1996,QC,Quebec,Québec,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",24,a,24,a
1996,1996,QC,Quebec,Québec,10.1 - 100 ha,"10,1 - 100 ha",107,a,107,a
1996,1996,QC,Quebec,Québec,100.1 - 1 000 ha,"100,1 - 1 000 ha",76,a,76,a
1996,1996,QC,Quebec,Québec,1000.1 - 10 000 ha,1000.1 - 10 000 ha,50,a,50,a
1996,1996,QC,Quebec,Québec,Up to 0.1 ha,"Jusqu'à 0,1 ha",546,a,546,a
1996,1996,SK,Saskatchewan,Saskatchewan,0.11 - 1.0 ha,"0,11 - 1 ha",89,a,89,a
1996,1996,SK,Saskatchewan,Saskatchewan,1.1 - 10 ha,"1,1 - 10 ha",55,a,55,a
1996,1996,SK,Saskatchewan,Saskatchewan,10.1 - 100 ha,"10,1 - 100 ha",23,a,23,a
1996,1996,SK,Saskatchewan,Saskatchewan,100.1 - 1 000 ha,"100,1 - 1 000 ha",14,a,14,a
1996,1996,SK,Saskatchewan,Saskatchewan,1000.1 - 10 000 ha,1000.1 - 10 000 ha,3,a,3,a
1996,1996,SK,Saskatchewan,Saskatchewan,Up to 0.1 ha,"Jusqu'à 0,1 ha",241,a,241,a
1996,1996,YT,Yukon,Yukon,0.11 - 1.0 ha,"0,11 - 1 ha",39,a,39,a
1996,1996,YT,Yukon,Yukon,1.1 - 10 ha,"1,1 - 10 ha",18,a,18,a
1996,1996,YT,Yukon,Yukon,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",4,a,4,a
1996,1996,YT,Yukon,Yukon,10.1 - 100 ha,"10,1 - 100 ha",13,a,13,a
1996,1996,YT,Yukon,Yukon,100.1 - 1 000 ha,"100,1 - 1 000 ha",17,a,17,a
1996,1996,YT,Yukon,Yukon,1000.1 - 10 000 ha,1000.1 - 10 000 ha,5,a,5,a
1996,1996,YT,Yukon,Yukon,Up to 0.1 ha,"Jusqu'à 0,1 ha",53,a,53,a
1997,1997,AB,Alberta,Alberta,0.11 - 1.0 ha,"0,11 - 1 ha",163,a,163,a
1997,1997,AB,Alberta,Alberta,1.1 - 10 ha,"1,1 - 10 ha",85,a,85,a
1997,1997,AB,Alberta,Alberta,10.1 - 100 ha,"10,1 - 100 ha",20,a,20,a
1997,1997,AB,Alberta,Alberta,100.1 - 1 000 ha,"100,1 - 1 000 ha",4,a,4,a
1997,1997,AB,Alberta,Alberta,1000.1 - 10 000 ha,1000.1 - 10 000 ha,1,a,1,a
1997,1997,AB,Alberta,Alberta,Up to 0.1 ha,"Jusqu'à 0,1 ha",190,a,190,a
1997,1997,BC,British Columbia,Colombie-Britannique,0.11 - 1.0 ha,"0,11 - 1 ha",205,a,205,a
1997,1997,BC,British Columbia,Colombie-Britannique,1.1 - 10 ha,"1,1 - 10 ha",122,a,122,a
1997,1997,BC,British Columbia,Colombie-Britannique,10.1 - 100 ha,"10,1 - 100 ha",22,a,22,a
1997,1997,BC,British Columbia,Colombie-Britannique,100.1 - 1 000 ha,"100,1 - 1 000 ha",4,a,4,a
1997,1997,BC,British Columbia,Colombie-Britannique,1000.1 - 10 000 ha,1000.1 - 10 000 ha,1,a,1,a
1997,1997,BC,British Columbia,Colombie-Britannique,Up to 0.1 ha,"Jusqu'à 0,1 ha",822,a,822,a
1997,1997,MB,Manitoba,Manitoba,0.11 - 1.0 ha,"0,11 - 1 ha",130,a,130,a
1997,1997,MB,Manitoba,Manitoba,1.1 - 10 ha,"1,1 - 10 ha",92,a,92,a
1997,1997,MB,Manitoba,Manitoba,10.1 - 100 ha,"10,1 - 100 ha",54,a,54,a
1997,1997,MB,Manitoba,Manitoba,100.1 - 1 000 ha,"100,1 - 1 000 ha",24,a,24,a
1997,1997,MB,Manitoba,Manitoba,1000.1 - 10 000 ha,1000.1 - 10 000 ha,8,a,8,a
1997,1997,MB,Manitoba,Manitoba,Up to 0.1 ha,"Jusqu'à 0,1 ha",65,a,65,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",111,a,111,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",41,a,41,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",2,a,2,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'à 0,1 ha",214,a,214,a
1997,1997,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,0.11 - 1.0 ha,"0,11 - 1 ha",26,a,26,a
1997,1997,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1.1 - 10 ha,"1,1 - 10 ha",9,a,9,a
1997,1997,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10.1 - 100 ha,"10,1 - 100 ha",4,a,4,a
1997,1997,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,100.1 - 1 000 ha,"100,1 - 1 000 ha",2,a,2,a
1997,1997,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1000.1 - 10 000 ha,1000.1 - 10 000 ha,1,a,1,a
1997,1997,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Up to 0.1 ha,"Jusqu'à 0,1 ha",36,a,36,a
1997,1997,NS,Nova Scotia,Nouvelle-Ecosse,0.11 - 1.0 ha,"0,11 - 1 ha",118,a,118,a
1997,1997,NS,Nova Scotia,Nouvelle-Ecosse,1.1 - 10 ha,"1,1 - 10 ha",48,a,48,a
1997,1997,NS,Nova Scotia,Nouvelle-Ecosse,10.1 - 100 ha,"10,1 - 100 ha",7,a,7,a
1997,1997,NS,Nova Scotia,Nouvelle-Ecosse,100.1 - 1 000 ha,"100,1 - 1 000 ha",1,a,1,a
1997,1997,NS,Nova Scotia,Nouvelle-Ecosse,Up to 0.1 ha,"Jusqu'à 0,1 ha",196,a,196,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",20,a,20,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",31,a,31,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",1,a,1,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",13,a,13,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",13,a,13,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,1000.1 - 10 000 ha,1000.1 - 10 000 ha,5,a,5,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'à 0,1 ha",22,a,22,a
1997,1997,ON,Ontario,Ontario,0.11 - 1.0 ha,"0,11 - 1 ha",1384,a,1384,a
1997,1997,ON,Ontario,Ontario,1.1 - 10 ha,"1,1 - 10 ha",211,a,211,a
1997,1997,ON,Ontario,Ontario,10.1 - 100 ha,"10,1 - 100 ha",31,a,31,a
1997,1997,ON,Ontario,Ontario,100.1 - 1 000 ha,"100,1 - 1 000 ha",13,a,13,a
1997,1997,ON,Ontario,Ontario,1000.1 - 10 000 ha,1000.1 - 10 000 ha,7,a,7,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,0.11 - 1.0 ha,"0,11 - 1 ha",13,a,13,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,1000.1 - 10 000 ha,"1 000,1 - 10 000 ha",0,a,0,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,1.1 - 10 ha,"1,1 - 10 ha",12,a,12,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",0,a,0,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,10.1 - 100 ha,"10,1 - 100 ha",4,a,4,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,100.1 - 1 000 ha,"100,1 - 1 000 ha",0,a,0,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,Over 100 000 ha,Plus de 100 000 ha,0,a,0,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,Up to 0.1 ha,"Jusqu'à 0,1 ha",5,a,5,a
1997,1997,QC,Quebec,Québec,0.11 - 1.0 ha,"0,11 - 1 ha",213,a,213,a
1997,1997,QC,Quebec,Québec,1.1 - 10 ha,"1,1 - 10 ha",95,a,95,a
1997,1997,QC,Quebec,Québec,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",13,a,13,a
1997,1997,QC,Quebec,Québec,10.1 - 100 ha,"10,1 - 100 ha",32,a,32,a
1997,1997,QC,Quebec,Québec,100.1 - 1 000 ha,"100,1 - 1 000 ha",19,a,19,a
1997,1997,QC,Quebec,Québec,1000.1 - 10 000 ha,1000.1 - 10 000 ha,32,a,32,a
1997,1997,QC,Quebec,Québec,Up to 0.1 ha,"Jusqu'à 0,1 ha",472,a,472,a
1997,1997,SK,Saskatchewan,Saskatchewan,0.11 - 1.0 ha,"0,11 - 1 ha",126,a,126,a
1997,1997,SK,Saskatchewan,Saskatchewan,1.1 - 10 ha,"1,1 - 10 ha",81,a,81,a
1997,1997,SK,Saskatchewan,Saskatchewan,10.1 - 100 ha,"10,1 - 100 ha",28,a,28,a
1997,1997,SK,Saskatchewan,Saskatchewan,100.1 - 1 000 ha,"100,1 - 1 000 ha",9,a,9,a
1997,1997,SK,Saskatchewan,Saskatchewan,Up to 0.1 ha,"Jusqu'à 0,1 ha",245,a,245,a
1997,1997,YT,Yukon,Yukon,0.11 - 1.0 ha,"0,11 - 1 ha",19,a,19,a
1997,1997,YT,Yukon,Yukon,1.1 - 10 ha,"1,1 - 10 ha",18,a,18,a
1997,1997,YT,Yukon,Yukon,10.1 - 100 ha,"10,1 - 100 ha",3,a,3,a
1997,1997,YT,Yukon,Yukon,100.1 - 1 000 ha,"100,1 - 1 000 ha",5,a,5,a
1997,1997,YT,Yukon,Yukon,1000.1 - 10 000 ha,1000.1 - 10 000 ha,3,a,3,a
1997,1997,YT,Yukon,Yukon,Up to 0.1 ha,"Jusqu'à 0,1 ha",64,a,64,a
1998,1998,AB,Alberta,Alberta,0.11 - 1.0 ha,"0,11 - 1 ha",548,a,548,a
1998,1998,AB,Alberta,Alberta,1.1 - 10 ha,"1,1 - 10 ha",323,a,323,a
1998,1998,AB,Alberta,Alberta,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",14,a,14,a
1998,1998,AB,Alberta,Alberta,10.1 - 100 ha,"10,1 - 100 ha",105,a,105,a
1998,1998,AB,Alberta,Alberta,100.1 - 1 000 ha,"100,1 - 1 000 ha",49,a,49,a
1998,1998,AB,Alberta,Alberta,1000.1 - 10 000 ha,1000.1 - 10 000 ha,23,a,23,a
1998,1998,AB,Alberta,Alberta,Over 100 000 ha,Plus de 100 000 ha,2,a,2,a
1998,1998,AB,Alberta,Alberta,Up to 0.1 ha,"Jusqu'à 0,1 ha",674,a,674,a
1998,1998,BC,British Columbia,Colombie-Britannique,0.11 - 1.0 ha,"0,11 - 1 ha",584,a,584,a
1998,1998,BC,British Columbia,Colombie-Britannique,1.1 - 10 ha,"1,1 - 10 ha",321,a,321,a
1998,1998,BC,British Columbia,Colombie-Britannique,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",2,a,2,a
1998,1998,BC,British Columbia,Colombie-Britannique,10.1 - 100 ha,"10,1 - 100 ha",94,a,94,a
1998,1998,BC,British Columbia,Colombie-Britannique,100.1 - 1 000 ha,"100,1 - 1 000 ha",39,a,39,a
1998,1998,BC,British Columbia,Colombie-Britannique,1000.1 - 10 000 ha,1000.1 - 10 000 ha,10,a,10,a
1998,1998,BC,British Columbia,Colombie-Britannique,Up to 0.1 ha,"Jusqu'à 0,1 ha",1613,a,1613,a
1998,1998,MB,Manitoba,Manitoba,0.11 - 1.0 ha,"0,11 - 1 ha",132,a,132,a
1998,1998,MB,Manitoba,Manitoba,1.1 - 10 ha,"1,1 - 10 ha",151,a,151,a
1998,1998,MB,Manitoba,Manitoba,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",8,a,8,a
1998,1998,MB,Manitoba,Manitoba,10.1 - 100 ha,"10,1 - 100 ha",78,a,78,a
1998,1998,MB,Manitoba,Manitoba,100.1 - 1 000 ha,"100,1 - 1 000 ha",25,a,25,a
1998,1998,MB,Manitoba,Manitoba,1000.1 - 10 000 ha,1000.1 - 10 000 ha,18,a,18,a
1998,1998,MB,Manitoba,Manitoba,Over 100 000 ha,Plus de 100 000 ha,1,a,1,a
1998,1998,MB,Manitoba,Manitoba,Up to 0.1 ha,"Jusqu'à 0,1 ha",103,a,103,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",74,a,74,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",32,a,32,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",4,a,4,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,100.1 - 1 000 ha,"100,1 - 1 000 ha",1,a,1,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'à 0,1 ha",177,a,177,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,0.11 - 1.0 ha,"0,11 - 1 ha",39,a,39,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1.1 - 10 ha,"1,1 - 10 ha",29,a,29,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",1,a,1,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10.1 - 100 ha,"10,1 - 100 ha",7,a,7,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,100.1 - 1 000 ha,"100,1 - 1 000 ha",5,a,5,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1000.1 - 10 000 ha,1000.1 - 10 000 ha,7,a,7,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Up to 0.1 ha,"Jusqu'à 0,1 ha",92,a,92,a
1998,1998,NS,Nova Scotia,Nouvelle-Ecosse,0.11 - 1.0 ha,"0,11 - 1 ha",115,a,115,a
1998,1998,NS,Nova Scotia,Nouvelle-Ecosse,1.1 - 10 ha,"1,1 - 10 ha",52,a,52,a
1998,1998,NS,Nova Scotia,Nouvelle-Ecosse,10.1 - 100 ha,"10,1 - 100 ha",9,a,9,a
1998,1998,NS,Nova Scotia,Nouvelle-Ecosse,Up to 0.1 ha,"Jusqu'à 0,1 ha",170,a,170,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",83,a,83,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",98,a,98,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",25,a,25,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",54,a,54,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",34,a,34,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,1000.1 - 10 000 ha,1000.1 - 10 000 ha,44,a,44,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,Over 100 000 ha,Plus de 100 000 ha,3,a,3,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'à 0,1 ha",58,a,58,a
1998,1998,ON,Ontario,Ontario,0.11 - 1.0 ha,"0,11 - 1 ha",1772,a,1772,a
1998,1998,ON,Ontario,Ontario,1.1 - 10 ha,"1,1 - 10 ha",364,a,364,a
1998,1998,ON,Ontario,Ontario,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",2,a,2,a
1998,1998,ON,Ontario,Ontario,10.1 - 100 ha,"10,1 - 100 ha",79,a,79,a
1998,1998,ON,Ontario,Ontario,100.1 - 1 000 ha,"100,1 - 1 000 ha",48,a,48,a
1998,1998,ON,Ontario,Ontario,1000.1 - 10 000 ha,1000.1 - 10 000 ha,26,a,26,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,0.11 - 1.0 ha,"0,11 - 1 ha",9,a,9,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,1000.1 - 10 000 ha,"1 000,1 - 10 000 ha",0,a,0,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,1.1 - 10 ha,"1,1 - 10 ha",5,a,5,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",0,a,0,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,10.1 - 100 ha,"10,1 - 100 ha",2,a,2,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,100.1 - 1 000 ha,"100,1 - 1 000 ha",0,a,0,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,Over 100 000 ha,Plus de 100 000 ha,0,a,0,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,Up to 0.1 ha,"Jusqu'à 0,1 ha",11,a,11,a
1998,1998,QC,Quebec,Québec,0.11 - 1.0 ha,"0,11 - 1 ha",191,a,191,a
1998,1998,QC,Quebec,Québec,1.1 - 10 ha,"1,1 - 10 ha",102,a,102,a
1998,1998,QC,Quebec,Québec,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",11,a,11,a
1998,1998,QC,Quebec,Québec,10.1 - 100 ha,"10,1 - 100 ha",16,a,16,a
1998,1998,QC,Quebec,Québec,100.1 - 1 000 ha,"100,1 - 1 000 ha",20,a,20,a
1998,1998,QC,Quebec,Québec,1000.1 - 10 000 ha,1000.1 - 10 000 ha,17,a,17,a
1998,1998,QC,Quebec,Québec,Over 100 000 ha,Plus de 100 000 ha,1,a,1,a
1998,1998,QC,Quebec,Québec,Up to 0.1 ha,"Jusqu'à 0,1 ha",496,a,496,a
1998,1998,SK,Saskatchewan,Saskatchewan,0.11 - 1.0 ha,"0,11 - 1 ha",352,a,352,a
1998,1998,SK,Saskatchewan,Saskatchewan,1.1 - 10 ha,"1,1 - 10 ha",201,a,201,a
1998,1998,SK,Saskatchewan,Saskatchewan,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",21,a,21,a
1998,1998,SK,Saskatchewan,Saskatchewan,10.1 - 100 ha,"10,1 - 100 ha",107,a,107,a
1998,1998,SK,Saskatchewan,Saskatchewan,100.1 - 1 000 ha,"100,1 - 1 000 ha",67,a,67,a
1998,1998,SK,Saskatchewan,Saskatchewan,1000.1 - 10 000 ha,1000.1 - 10 000 ha,39,a,39,a
1998,1998,SK,Saskatchewan,Saskatchewan,Over 100 000 ha,Plus de 100 000 ha,2,a,2,a
1998,1998,SK,Saskatchewan,Saskatchewan,Up to 0.1 ha,"Jusqu'à 0,1 ha",479,a,479,a
1998,1998,YT,Yukon,Yukon,0.11 - 1.0 ha,"0,11 - 1 ha",47,a,47,a
1998,1998,YT,Yukon,Yukon,1.1 - 10 ha,"1,1 - 10 ha",18,a,18,a
1998,1998,YT,Yukon,Yukon,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",9,a,9,a
1998,1998,YT,Yukon,Yukon,10.1 - 100 ha,"10,1 - 100 ha",20,a,20,a
1998,1998,YT,Yukon,Yukon,100.1 - 1 000 ha,"100,1 - 1 000 ha",10,a,10,a
1998,1998,YT,Yukon,Yukon,1000.1 - 10 000 ha,1000.1 - 10 000 ha,17,a,17,a
1998,1998,YT,Yukon,Yukon,Up to 0.1 ha,"Jusqu'à 0,1 ha",77,a,77,a
1999,1999,AB,Alberta,Alberta,0.11 - 1.0 ha,"0,11 - 1 ha",400,a,400,a
1999,1999,AB,Alberta,Alberta,1.1 - 10 ha,"1,1 - 10 ha",239,a,239,a
1999,1999,AB,Alberta,Alberta,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",2,a,2,a
1999,1999,AB,Alberta,Alberta,10.1 - 100 ha,"10,1 - 100 ha",86,a,86,a
1999,1999,AB,Alberta,Alberta,100.1 - 1 000 ha,"100,1 - 1 000 ha",36,a,36,a
1999,1999,AB,Alberta,Alberta,1000.1 - 10 000 ha,1000.1 - 10 000 ha,24,a,24,a
1999,1999,AB,Alberta,Alberta,Up to 0.1 ha,"Jusqu'à 0,1 ha",584,a,584,a
1999,1999,BC,British Columbia,Colombie-Britannique,0.11 - 1.0 ha,"0,11 - 1 ha",235,a,235,a
1999,1999,BC,British Columbia,Colombie-Britannique,1.1 - 10 ha,"1,1 - 10 ha",140,a,140,a
1999,1999,BC,British Columbia,Colombie-Britannique,10.1 - 100 ha,"10,1 - 100 ha",59,a,59,a
1999,1999,BC,British Columbia,Colombie-Britannique,100.1 - 1 000 ha,"100,1 - 1 000 ha",17,a,17,a
1999,1999,BC,British Columbia,Colombie-Britannique,1000.1 - 10 000 ha,1000.1 - 10 000 ha,3,a,3,a
1999,1999,BC,British Columbia,Colombie-Britannique,Up to 0.1 ha,"Jusqu'à 0,1 ha",744,a,744,a
1999,1999,MB,Manitoba,Manitoba,0.11 - 1.0 ha,"0,11 - 1 ha",169,a,169,a
1999,1999,MB,Manitoba,Manitoba,1.1 - 10 ha,"1,1 - 10 ha",182,a,182,a
1999,1999,MB,Manitoba,Manitoba,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",3,a,3,a
1999,1999,MB,Manitoba,Manitoba,10.1 - 100 ha,"10,1 - 100 ha",72,a,72,a
1999,1999,MB,Manitoba,Manitoba,100.1 - 1 000 ha,"100,1 - 1 000 ha",46,a,46,a
1999,1999,MB,Manitoba,Manitoba,1000.1 - 10 000 ha,1000.1 - 10 000 ha,15,a,15,a
1999,1999,MB,Manitoba,Manitoba,Up to 0.1 ha,"Jusqu'à 0,1 ha",126,a,126,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",151,a,151,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",84,a,84,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",15,a,15,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,100.1 - 1 000 ha,"100,1 - 1 000 ha",2,a,2,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'à 0,1 ha",355,a,355,a
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,0.11 - 1.0 ha,"0,11 - 1 ha",43,a,43,a
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1.1 - 10 ha,"1,1 - 10 ha",29,a,29,a
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",1,a,1,a
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10.1 - 100 ha,"10,1 - 100 ha",9,a,9,a
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,100.1 - 1 000 ha,"100,1 - 1 000 ha",9,a,9,a
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1000.1 - 10 000 ha,1000.1 - 10 000 ha,2,a,2,a
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Up to 0.1 ha,"Jusqu'à 0,1 ha",95,a,95,a
1999,1999,NS,Nova Scotia,Nouvelle-Ecosse,0.11 - 1.0 ha,"0,11 - 1 ha",159,a,159,a
1999,1999,NS,Nova Scotia,Nouvelle-Ecosse,1.1 - 10 ha,"1,1 - 10 ha",70,a,70,a
1999,1999,NS,Nova Scotia,Nouvelle-Ecosse,10.1 - 100 ha,"10,1 - 100 ha",4,a,4,a
1999,1999,NS,Nova Scotia,Nouvelle-Ecosse,100.1 - 1 000 ha,"100,1 - 1 000 ha",5,a,5,a
1999,1999,NS,Nova Scotia,Nouvelle-Ecosse,Up to 0.1 ha,"Jusqu'à 0,1 ha",226,a,226,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,0.11 - 1.0 ha,"0,11 - 1 ha",36,a,36,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,1.1 - 10 ha,"1,1 - 10 ha",48,a,48,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",4,a,4,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,10.1 - 100 ha,"10,1 - 100 ha",20,a,20,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,100.1 - 1 000 ha,"100,1 - 1 000 ha",16,a,16,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,1000.1 - 10 000 ha,1000.1 - 10 000 ha,18,a,18,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,Over 100 000 ha,Plus de 100 000 ha,2,a,2,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,Up to 0.1 ha,"Jusqu'à 0,1 ha",28,a,28,a
1999,1999,ON,Ontario,Ontario,0.11 - 1.0 ha,"0,11 - 1 ha",764,a,764,a
1999,1999,ON,Ontario,Ontario,1.1 - 10 ha,"1,1 - 10 ha",163,a,163,a
1999,1999,ON,Ontario,Ontario,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",7,a,7,a
1999,1999,ON,Ontario,Ontario,10.1 - 100 ha,"10,1 - 100 ha",49,a,49,a
1999,1999,ON,Ontario,Ontario,100.1 - 1 000 ha,"100,1 - 1 000 ha",23,a,23,a
1999,1999,ON,Ontario,Ontario,1000.1 - 10 000 ha,1000.1 - 10 000 ha,18,a,18,a
1999,1999,ON,Ontario,Ontario,Up to 0.1 ha,"Jusqu'à 0,1 ha",1,a,1,a
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,0.11 - 1.0 ha,"0,11 - 1 ha",17,a,17,a
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,1000.1 - 10 000 ha,"1 000,1 - 10 000 ha",0,a,0,a
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,1.1 - 10 ha,"1,1 - 10 ha",11,a,11,a
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,10 000.1 - 100 000 ha,"10 000,1 - 100 000 ha",0,a,0,a
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,10.1 - 100 ha,"10,1 - 100 ha",1,a,1,a
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,100.1 - 1 000 ha,"100,1 - 1 000 ha",0,a,0,a
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,Over 100 000 ha,Plus de 100 000 ha,0,a,0,a
