Year,Année,ISO,Jurisdiction,Juridiction,Protection zone,Zone de protection,Dollars (En),Data qualifier,Dollars (Fr),Qualificatifs de données
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Intensive,Intensive,0,a,0,a
2006,2006,NP,National parks,Parcs nationaux,Intensive,Intensive,,u,,u
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Intensive,Intensive,150000,a,150000,a
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Intensive,Intensive,,n,,n
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Intensive,Intensive,10000,e,10000,e
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Intensive,Intensive,,n,,n
2006,2006,ON,Ontario,Ontario,Intensive,Intensive,679981,a,679981,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,Intensive,Intensive,12000,e,12000,e
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,Intensive,Intensive,,n,,n
2006,2006,QC,Quebec,Québec,Intensive,Intensive,,u,,u
2006,2006,SK,Saskatchewan,Saskatchewan,Intensive,Intensive,,u,,u
2006,2006,YT,Yukon,Yukon,Intensive,Intensive,,n,,n
2006,2006,YT,Yukon,Yukon,Intensive,Intensive,,u,,u
2007,2007,AB,Alberta,Alberta,Intensive,Intensive,,n,,n
2007,2007,BC,British Columbia,Colombie-Britannique,Intensive,Intensive,37012,a,37012,a
2007,2007,BC,British Columbia,Colombie-Britannique,Intensive,Intensive,,n,,n
2007,2007,MB,Manitoba,Manitoba,Intensive,Intensive,,u,,u
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Intensive,Intensive,51200,a,51200,a
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Intensive,Intensive,,n,,n
2007,2007,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Intensive,Intensive,0,a,0,a
2007,2007,NP,National parks,Parcs nationaux,Intensive,Intensive,,u,,u
2007,2007,NS,Nova Scotia,Nouvelle-Écosse,Intensive,Intensive,276000,a,276000,a
2007,2007,NS,Nova Scotia,Nouvelle-Écosse,Intensive,Intensive,,n,,n
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,Intensive,Intensive,45000,a,45000,a
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,Intensive,Intensive,,n,,n
2007,2007,ON,Ontario,Ontario,Intensive,Intensive,1999232,a,1999232,a
2007,2007,PE,Prince Edward Island,Île-du-Prince-Édouard,Intensive,Intensive,2000,e,2000,e
2007,2007,PE,Prince Edward Island,Île-du-Prince-Édouard,Intensive,Intensive,,n,,n
2007,2007,QC,Quebec,Québec,Intensive,Intensive,,u,,u
2007,2007,SK,Saskatchewan,Saskatchewan,Intensive,Intensive,,u,,u
2007,2007,YT,Yukon,Yukon,Intensive,Intensive,,n,,n
2007,2007,YT,Yukon,Yukon,Intensive,Intensive,,u,,u
2008,2008,AB,Alberta,Alberta,Intensive,Intensive,,n,,n
2008,2008,BC,British Columbia,Colombie-Britannique,Intensive,Intensive,5402869,a,5402869,a
2008,2008,BC,British Columbia,Colombie-Britannique,Intensive,Intensive,,n,,n
2008,2008,MB,Manitoba,Manitoba,Intensive,Intensive,,u,,u
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Intensive,Intensive,30700,a,30700,a
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Intensive,Intensive,,n,,n
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Intensive,Intensive,0,a,0,a
2008,2008,NP,National parks,Parcs nationaux,Intensive,Intensive,,u,,u
2008,2008,NS,Nova Scotia,Nouvelle-Écosse,Intensive,Intensive,855000,a,855000,a
2008,2008,NS,Nova Scotia,Nouvelle-Écosse,Intensive,Intensive,,n,,n
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Intensive,Intensive,51000,a,51000,a
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Intensive,Intensive,,n,,n
2008,2008,ON,Ontario,Ontario,Intensive,Intensive,45000,a,45000,a
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,Intensive,Intensive,500,e,500,e
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,Intensive,Intensive,,n,,n
2008,2008,QC,Quebec,Québec,Intensive,Intensive,,u,,u
2008,2008,SK,Saskatchewan,Saskatchewan,Intensive,Intensive,,n,,n
2008,2008,SK,Saskatchewan,Saskatchewan,Intensive,Intensive,,u,,u
2008,2008,YT,Yukon,Yukon,Intensive,Intensive,,n,,n
2008,2008,YT,Yukon,Yukon,Intensive,Intensive,,u,,u
2009,2009,AB,Alberta,Alberta,Intensive,Intensive,,n,,n
2009,2009,BC,British Columbia,Colombie-Britannique,Intensive,Intensive,3961725,a,3961725,a
2009,2009,BC,British Columbia,Colombie-Britannique,Intensive,Intensive,,n,,n
2009,2009,MB,Manitoba,Manitoba,Intensive,Intensive,,u,,u
2009,2009,NB,New Brunswick,Nouveau-Brunswick,Intensive,Intensive,230200,a,230200,a
2009,2009,NB,New Brunswick,Nouveau-Brunswick,Intensive,Intensive,,n,,n
2009,2009,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Intensive,Intensive,15500,a,15500,a
2009,2009,NP,National parks,Parcs nationaux,Intensive,Intensive,,u,,u
2009,2009,NS,Nova Scotia,Nouvelle-Écosse,Intensive,Intensive,,n,,n
2009,2009,NS,Nova Scotia,Nouvelle-Écosse,Intensive,Intensive,,u,,u
2009,2009,NT,Northwest Territories,Territoires du Nord-Ouest,Intensive,Intensive,0,a,0,a
2009,2009,NT,Northwest Territories,Territoires du Nord-Ouest,Intensive,Intensive,,n,,n
2009,2009,ON,Ontario,Ontario,Intensive,Intensive,9000,a,9000,a
2009,2009,PE,Prince Edward Island,Île-du-Prince-Édouard,Intensive,Intensive,700,e,700,e
2009,2009,PE,Prince Edward Island,Île-du-Prince-Édouard,Intensive,Intensive,,n,,n
2009,2009,QC,Quebec,Québec,Intensive,Intensive,,u,,u
2009,2009,SK,Saskatchewan,Saskatchewan,Intensive,Intensive,,u,,u
2009,2009,YT,Yukon,Yukon,Intensive,Intensive,,n,,n
2009,2009,YT,Yukon,Yukon,Intensive,Intensive,,u,,u
2010,2010,AB,Alberta,Alberta,Intensive,Intensive,,n,,n
2010,2010,BC,British Columbia,Colombie-Britannique,Intensive,Intensive,1983140,a,1983140,a
2010,2010,BC,British Columbia,Colombie-Britannique,Intensive,Intensive,,n,,n
2010,2010,MB,Manitoba,Manitoba,Intensive,Intensive,,u,,u
2010,2010,NB,New Brunswick,Nouveau-Brunswick,Intensive,Intensive,201313,a,201313,a
2010,2010,NB,New Brunswick,Nouveau-Brunswick,Intensive,Intensive,,n,,n
2010,2010,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Intensive,Intensive,0,a,0,a
2010,2010,NP,National parks,Parcs nationaux,Intensive,Intensive,,u,,u
2010,2010,NS,Nova Scotia,Nouvelle-Écosse,Intensive,Intensive,,n,,n
2010,2010,NS,Nova Scotia,Nouvelle-Écosse,Intensive,Intensive,,u,,u
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,Intensive,Intensive,0,e,0,e
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,Intensive,Intensive,,n,,n
2010,2010,ON,Ontario,Ontario,Intensive,Intensive,462251,a,462251,a
2010,2010,PE,Prince Edward Island,Île-du-Prince-Édouard,Intensive,Intensive,700,e,700,e
2010,2010,PE,Prince Edward Island,Île-du-Prince-Édouard,Intensive,Intensive,,n,,n
2010,2010,QC,Quebec,Québec,Intensive,Intensive,,u,,u
2010,2010,SK,Saskatchewan,Saskatchewan,Intensive,Intensive,,u,,u
2010,2010,YT,Yukon,Yukon,Intensive,Intensive,,n,,n
2010,2010,YT,Yukon,Yukon,Intensive,Intensive,,u,,u
2011,2011,AB,Alberta,Alberta,Intensive,Intensive,,n,,n
2011,2011,BC,British Columbia,Colombie-Britannique,Intensive,Intensive,80000,a,80000,a
2011,2011,BC,British Columbia,Colombie-Britannique,Intensive,Intensive,,n,,n
2011,2011,MB,Manitoba,Manitoba,Intensive,Intensive,,u,,u
2011,2011,NB,New Brunswick,Nouveau-Brunswick,Intensive,Intensive,24623,a,24623,a
2011,2011,NB,New Brunswick,Nouveau-Brunswick,Intensive,Intensive,,n,,n
2011,2011,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Intensive,Intensive,0,a,0,a
2011,2011,NP,National parks,Parcs nationaux,Intensive,Intensive,,u,,u
2011,2011,NS,Nova Scotia,Nouvelle-Écosse,Intensive,Intensive,,n,,n
2011,2011,NS,Nova Scotia,Nouvelle-Écosse,Intensive,Intensive,,u,,u
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Intensive,Intensive,0,e,0,e
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Intensive,Intensive,,n,,n
2011,2011,ON,Ontario,Ontario,Intensive,Intensive,1130400,a,1130400,a
2011,2011,PE,Prince Edward Island,Île-du-Prince-Édouard,Intensive,Intensive,2300,e,2300,e
2011,2011,PE,Prince Edward Island,Île-du-Prince-Édouard,Intensive,Intensive,,n,,n
2011,2011,QC,Quebec,Québec,Intensive,Intensive,,u,,u
2011,2011,SK,Saskatchewan,Saskatchewan,Intensive,Intensive,,u,,u
2011,2011,YT,Yukon,Yukon,Intensive,Intensive,,n,,n
2011,2011,YT,Yukon,Yukon,Intensive,Intensive,,u,,u
2012,2012,AB,Alberta,Alberta,Intensive,Intensive,,n,,n
2012,2012,BC,British Columbia,Colombie-Britannique,Intensive,Intensive,,n,,n
2012,2012,BC,British Columbia,Colombie-Britannique,Intensive,Intensive,1854908,p,1854908,p
2012,2012,MB,Manitoba,Manitoba,Intensive,Intensive,,u,,u
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Intensive,Intensive,1013611,a,1013611,a
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Intensive,Intensive,,n,,n
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Intensive,Intensive,100000,a,100000,a
2012,2012,NP,National parks,Parcs nationaux,Intensive,Intensive,,u,,u
2012,2012,NS,Nova Scotia,Nouvelle-Écosse,Intensive,Intensive,,n,,n
2012,2012,NS,Nova Scotia,Nouvelle-Écosse,Intensive,Intensive,,u,,u
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Intensive,Intensive,0,e,0,e
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Intensive,Intensive,,n,,n
2012,2012,ON,Ontario,Ontario,Intensive,Intensive,2238269,a,2238269,a
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Intensive,Intensive,8200,e,8200,e
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Intensive,Intensive,,n,,n
2012,2012,QC,Quebec,Québec,Intensive,Intensive,,u,,u
2012,2012,SK,Saskatchewan,Saskatchewan,Intensive,Intensive,,u,,u
2012,2012,YT,Yukon,Yukon,Intensive,Intensive,,n,,n
2012,2012,YT,Yukon,Yukon,Intensive,Intensive,,u,,u
2013,2013,AB,Alberta,Alberta,Intensive,Intensive,,n,,n
2013,2013,BC,British Columbia,Colombie-Britannique,Intensive,Intensive,,n,,n
2013,2013,BC,British Columbia,Colombie-Britannique,Intensive,Intensive,,u,,u
2013,2013,MB,Manitoba,Manitoba,Intensive,Intensive,,u,,u
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Intensive,Intensive,698996,a,698996,a
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Intensive,Intensive,,n,,n
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Intensive,Intensive,32000,a,32000,a
2013,2013,NP,National parks,Parcs nationaux,Intensive,Intensive,,u,,u
2013,2013,NS,Nova Scotia,Nouvelle-Écosse,Intensive,Intensive,,n,,n
2013,2013,NS,Nova Scotia,Nouvelle-Écosse,Intensive,Intensive,,u,,u
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Intensive,Intensive,0,e,0,e
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Intensive,Intensive,,n,,n
2013,2013,ON,Ontario,Ontario,Intensive,Intensive,565543,a,565543,a
2013,2013,PE,Prince Edward Island,Île-du-Prince-Édouard,Intensive,Intensive,86800,e,86800,e
2013,2013,PE,Prince Edward Island,Île-du-Prince-Édouard,Intensive,Intensive,,n,,n
2013,2013,QC,Quebec,Québec,Intensive,Intensive,,u,,u
2013,2013,SK,Saskatchewan,Saskatchewan,Intensive,Intensive,,u,,u
2013,2013,YT,Yukon,Yukon,Intensive,Intensive,,n,,n
2013,2013,YT,Yukon,Yukon,Intensive,Intensive,,u,,u
2014,2014,AB,Alberta,Alberta,Intensive,Intensive,,n,,n
2014,2014,BC,British Columbia,Colombie-Britannique,Intensive,Intensive,,n,,n
2014,2014,BC,British Columbia,Colombie-Britannique,Intensive,Intensive,,u,,u
2014,2014,MB,Manitoba,Manitoba,Intensive,Intensive,,u,,u
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Intensive,Intensive,456600,a,456600,a
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Intensive,Intensive,,n,,n
2014,2014,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Intensive,Intensive,0,a,0,a
2014,2014,NP,National parks,Parcs nationaux,Intensive,Intensive,,u,,u
2014,2014,NS,Nova Scotia,Nouvelle-Écosse,Intensive,Intensive,,n,,n
2014,2014,NS,Nova Scotia,Nouvelle-Écosse,Intensive,Intensive,,u,,u
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,Intensive,Intensive,0,e,0,e
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,Intensive,Intensive,,n,,n
2014,2014,ON,Ontario,Ontario,Intensive,Intensive,20000,a,20000,a
2014,2014,PE,Prince Edward Island,Île-du-Prince-Édouard,Intensive,Intensive,0,e,0,e
2014,2014,PE,Prince Edward Island,Île-du-Prince-Édouard,Intensive,Intensive,,n,,n
2014,2014,QC,Quebec,Québec,Intensive,Intensive,,u,,u
2014,2014,SK,Saskatchewan,Saskatchewan,Intensive,Intensive,,u,,u
2014,2014,YT,Yukon,Yukon,Intensive,Intensive,,n,,n
2014,2014,YT,Yukon,Yukon,Intensive,Intensive,,u,,u
2015,2015,AB,Alberta,Alberta,Intensive,Intensive,,n,,n
2015,2015,BC,British Columbia,Colombie-Britannique,Intensive,Intensive,10588800,a,10588800,a
2015,2015,BC,British Columbia,Colombie-Britannique,Intensive,Intensive,10588800,r,10588800,r
2015,2015,MB,Manitoba,Manitoba,Intensive,Intensive,,u,,u
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Intensive,Intensive,456600,e,456600,e
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Intensive,Intensive,456600,r,456600,r
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Intensive,Intensive,1300,a,1300,a
2015,2015,NP,National parks,Parcs nationaux,Intensive,Intensive,,u,,u
2015,2015,NS,Nova Scotia,Nouvelle-Écosse,Intensive,Intensive,,n,,n
2015,2015,NS,Nova Scotia,Nouvelle-Écosse,Intensive,Intensive,,u,,u
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,Intensive,Intensive,0,e,0,e
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,Intensive,Intensive,,n,,n
2015,2015,ON,Ontario,Ontario,Intensive,Intensive,151910,r,151910,r
2015,2015,PE,Prince Edward Island,Île-du-Prince-Édouard,Intensive,Intensive,0,e,0,e
2015,2015,PE,Prince Edward Island,Île-du-Prince-Édouard,Intensive,Intensive,,n,,n
2015,2015,QC,Quebec,Québec,Intensive,Intensive,,u,,u
2015,2015,SK,Saskatchewan,Saskatchewan,Intensive,Intensive,,u,,u
2015,2015,te,,,Intensive,Intensive,0,u,0,u
2015,2015,YT,Yukon,Yukon,Intensive,Intensive,0,e,0,e
2016,2016,AB,Alberta,Alberta,Intensive,Intensive,,n,,n
2016,2016,BC,British Columbia,Colombie-Britannique,Intensive,Intensive,3000,a,3000,a
2016,2016,BC,British Columbia,Colombie-Britannique,Intensive,Intensive,3000,r,3000,r
2016,2016,MB,Manitoba,Manitoba,Intensive,Intensive,,u,,u
2016,2016,NB,New Brunswick,Nouveau-Brunswick,Intensive,Intensive,456600,e,456600,e
2016,2016,NB,New Brunswick,Nouveau-Brunswick,Intensive,Intensive,456600,r,456600,r
2016,2016,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Intensive,Intensive,600000,a,600000,a
2016,2016,NP,National parks,Parcs nationaux,Intensive,Intensive,,u,,u
2016,2016,NS,Nova Scotia,Nouvelle-Écosse,Intensive,Intensive,,n,,n
2016,2016,NS,Nova Scotia,Nouvelle-Écosse,Intensive,Intensive,,u,,u
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,Intensive,Intensive,0,e,0,e
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,Intensive,Intensive,,n,,n
2016,2016,ON,Ontario,Ontario,Intensive,Intensive,835900,r,835900,r
2016,2016,PE,Prince Edward Island,Île-du-Prince-Édouard,Intensive,Intensive,,n,,n
2016,2016,QC,Quebec,Québec,Intensive,Intensive,,n,,n
2016,2016,SK,Saskatchewan,Saskatchewan,Intensive,Intensive,,u,,u
2016,2016,te,,,Intensive,Intensive,0,u,0,u
2016,2016,YT,Yukon,Yukon,Intensive,Intensive,0,e,0,e
2017,2017,AB,Alberta,Alberta,Intensive,Intensive,,n,,n
2017,2017,BC,British Columbia,Colombie-Britannique,Intensive,Intensive,6730625,a,6730625,a
2017,2017,BC,British Columbia,Colombie-Britannique,Intensive,Intensive,6730625,r,6730625,r
2017,2017,MB,Manitoba,Manitoba,Intensive,Intensive,,u,,u
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Intensive,Intensive,456600,e,456600,e
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Intensive,Intensive,456600,r,456600,r
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Intensive,Intensive,22000,a,22000,a
2017,2017,NP,National parks,Parcs nationaux,Intensive,Intensive,0,a,0,a
2017,2017,NP,National parks,Parcs nationaux,Intensive,Intensive,,u,,u
2017,2017,NS,Nova Scotia,Nouvelle-Écosse,Intensive,Intensive,,n,,n
2017,2017,NS,Nova Scotia,Nouvelle-Écosse,Intensive,Intensive,,u,,u
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Intensive,Intensive,0,e,0,e
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Intensive,Intensive,,n,,n
2017,2017,ON,Ontario,Ontario,Intensive,Intensive,0,a,0,a
2017,2017,ON,Ontario,Ontario,Intensive,Intensive,,u,,u
2017,2017,PE,Prince Edward Island,Île-du-Prince-Édouard,Intensive,Intensive,,n,,n
2017,2017,PE,Prince Edward Island,Île-du-Prince-Édouard,Intensive,Intensive,,u,,u
2017,2017,QC,Quebec,Québec,Intensive,Intensive,,u,,u
2017,2017,SK,Saskatchewan,Saskatchewan,Intensive,Intensive,,u,,u
2017,2017,te,,,Intensive,Intensive,0,u,0,u
2017,2017,YT,Yukon,Yukon,Intensive,Intensive,0,e,0,e
2018,2018,AB,Alberta,Alberta,Intensive,Intensive,,n,,n
2018,2018,BC,British Columbia,Colombie-Britannique,Intensive,Intensive,3100000,a,3100000,a
2018,2018,BC,British Columbia,Colombie-Britannique,Intensive,Intensive,3100000,r,3100000,r
2018,2018,MB,Manitoba,Manitoba,Intensive,Intensive,,u,,u
2018,2018,NB,New Brunswick,Nouveau-Brunswick,Intensive,Intensive,20960,a,20960,a
2018,2018,NB,New Brunswick,Nouveau-Brunswick,Intensive,Intensive,20960,r,20960,r
2018,2018,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Intensive,Intensive,67100,a,67100,a
2018,2018,NP,National parks,Parcs nationaux,Intensive,Intensive,0,a,0,a
2018,2018,NP,National parks,Parcs nationaux,Intensive,Intensive,,u,,u
2018,2018,NS,Nova Scotia,Nouvelle-Écosse,Intensive,Intensive,,n,,n
2018,2018,NS,Nova Scotia,Nouvelle-Écosse,Intensive,Intensive,,u,,u
2018,2018,NT,Northwest Territories,Territoires du Nord-Ouest,Intensive,Intensive,0,e,0,e
2018,2018,NT,Northwest Territories,Territoires du Nord-Ouest,Intensive,Intensive,,n,,n
2018,2018,ON,Ontario,Ontario,Intensive,Intensive,112647,r,112647,r
2018,2018,PE,Prince Edward Island,Île-du-Prince-Édouard,Intensive,Intensive,,n,,n
2018,2018,PE,Prince Edward Island,Île-du-Prince-Édouard,Intensive,Intensive,,u,,u
2018,2018,QC,Quebec,Québec,Intensive,Intensive,,u,,u
2018,2018,SK,Saskatchewan,Saskatchewan,Intensive,Intensive,,u,,u
2018,2018,te,,,Intensive,Intensive,0,u,0,u
2018,2018,YT,Yukon,Yukon,Intensive,Intensive,,u,,u
2019,2019,AB,Alberta,Alberta,Intensive,Intensive,,U,,U
2019,2019,BC,British Columbia,Colombie-Britannique,Intensive,Intensive,,n,,n
2019,2019,BC,British Columbia,Colombie-Britannique,Intensive,Intensive,0,p,0,p
2019,2019,MB,Manitoba,Manitoba,Intensive,Intensive,,u,,u
2019,2019,NB,New Brunswick,Nouveau-Brunswick,Intensive,Intensive,,n,,n
2019,2019,NB,New Brunswick,Nouveau-Brunswick,Intensive,Intensive,,u,,u
2019,2019,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Intensive,Intensive,0,a,0,a
2019,2019,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Intensive,Intensive,,u,,u
2019,2019,NP,National parks,Parcs nationaux,Intensive,Intensive,0,a,0,a
2019,2019,NP,National parks,Parcs nationaux,Intensive,Intensive,,u,,u
2019,2019,NS,Nova Scotia,Nouvelle-Écosse,Intensive,Intensive,,n,,n
2019,2019,NS,Nova Scotia,Nouvelle-Écosse,Intensive,Intensive,,u,,u
2019,2019,NT,Northwest Territories,Territoires du Nord-Ouest,Intensive,Intensive,0,a,0,a
2019,2019,ON,Ontario,Ontario,Intensive,Intensive,345002,r,345002,r
2019,2019,PE,Prince Edward Island,Île-du-Prince-Édouard,Intensive,Intensive,,n,,n
2019,2019,PE,Prince Edward Island,Île-du-Prince-Édouard,Intensive,Intensive,,u,,u
2019,2019,QC,Quebec,Québec,Intensive,Intensive,,u,,u
2019,2019,SK,Saskatchewan,Saskatchewan,Intensive,Intensive,,u,,u
2019,2019,te,,,Intensive,Intensive,0,u,0,u
2019,2019,YT,Yukon,Yukon,Intensive,Intensive,,u,,u
2020,2020,BC,British Columbia,Colombie-Britannique,Intensive,Intensive,0,u,0,u
2020,2020,MB,Manitoba,Manitoba,Intensive,Intensive,0,u,0,u
2020,2020,NB,New Brunswick,Nouveau-Brunswick,Intensive,Intensive,0,u,0,u
2020,2020,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Intensive,Intensive,6578,u,6578,u
2020,2020,NS,Nova Scotia,Nouvelle-Écosse,Intensive,Intensive,0,u,,u
2020,2020,NT,Northwest Territories,Territoires du Nord-Ouest,Intensive,Intensive,0,u,0,u
2020,2020,ON,Ontario,Ontario,Intensive,Intensive,345002,u,345002,u
2020,2020,PE,Prince Edward Island,Île-du-Prince-Édouard,Intensive,Intensive,0,u,,u
2020,2020,QC,Quebec,Québec,Intensive,Intensive,0,u,0,u
2020,2020,SK,Saskatchewan,Saskatchewan,Intensive,Intensive,0,u,,u
2020,2020,te,,,Intensive,Intensive,0,u,,u
2020,2020,YT,Yukon,Yukon,Intensive,Intensive,0,u,0,u
