AcresBurned,Active,AdminUnit,AirTankers,ArchiveYear,CalFireIncident,Counties,CountyIds,CrewsInvolved,Dozers,Engines,Extinguished,Fatalities,Featured,Final,FuelType,Helicopters,Injuries,Latitude,Longitude,MajorIncident,Name,PercentContained,PersonnelInvolved,Public,Started,Status,StructuresDamaged,StructuresDestroyed,StructuresEvacuated,StructuresThreatened,WaterTenders
494,FALSE,CAL FIRE Riverside County Fire Department ,,2019,TRUE,Riverside,33,5,2,14,2019-11-02T18:44:00Z,,TRUE,TRUE,,,,34.01778,-117.4625,TRUE,Hill Fire ,100,126,TRUE,2019-10-30T11:19:00Z,Finalized,,,,,1
355,FALSE,CAL FIRE Nevada-Yuba-Placer Unit,,2019,TRUE,Placer,31,,,,,,TRUE,TRUE,,,,38.838992,-121.325842,FALSE,Foothills Fire,100,,TRUE,2019-11-25T12:39:44Z,Finalized,,,,,
289,FALSE,CAL FIRE San Benito-Monterey Unit and CAL FIRE San Luis Obispo Unit,,2019,TRUE,Monterey,"27,40",,,,2019-10-11T07:30:00Z,,TRUE,TRUE,,,,35.79069,-120.73102,FALSE,Cross Fire,100,,TRUE,2019-10-09T06:52:14Z,Finalized,,,,,
289,FALSE,CAL FIRE San Benito-Monterey Unit and CAL FIRE San Luis Obispo Unit,,2019,TRUE,San Luis Obispo,"27,40",,,,2019-10-11T07:30:00Z,,TRUE,TRUE,,,,35.79069,-120.73102,FALSE,Cross Fire,100,,TRUE,2019-10-09T06:52:14Z,Finalized,,,,,
149,FALSE,CAL FIRE Madera-Mariposa-Merced Unit,,2019,TRUE,Mariposa,22,,,,,,TRUE,TRUE,,,,37.241427,-120.027731,FALSE,Valley Fire,100,,TRUE,2019-07-21T12:01:40Z,Finalized,,,,,
137,FALSE,CAL FIRE Fresno-Kings Unit,,2019,TRUE,Fresno,10,,,,2019-10-19T15:00:00Z,,TRUE,TRUE,,,,36.319291,-120.460189,FALSE,Mud Fire ,100,,TRUE,2019-10-18T12:17:32Z,Finalized,,,,,
107,FALSE,Lassen National Forest,,2019,TRUE,Lassen,18,,,,,,TRUE,TRUE,,,,40.900458,-121.320838,FALSE,3-2 Willow (Previously H-1 Fire),100,,TRUE,2019-08-07T18:48:57Z,Finalized,,,,,
75,FALSE,CAL FIRE/Riverside County Fire Department,,2019,TRUE,Riverside,33,,,,2019-10-12T17:22:00Z,,TRUE,TRUE,,,,33.8615,-116.897333,FALSE,Wolf Fire,100,,TRUE,2019-10-10T18:36:46Z,Finalized,,,,,
40,FALSE,City of Moraga,,2019,FALSE,Contra Costa,7,,,,2019-10-10T12:00:00Z,,TRUE,TRUE,,,,37.828267,-122.103867,FALSE,Merrill Fire,100,,TRUE,2019-10-10T06:42:19Z,Finalized,,,,,
37,FALSE,CAL FIRE San Diego County Fire,2,2019,TRUE,San Diego,37,4,2,10,2019-10-27T18:05:00Z,,TRUE,TRUE,,4,,33.259861,-117.027333,TRUE,Miller Fire,100,100,TRUE,2019-10-25T15:05:52Z,Finalized,1,3,,,2
35,FALSE,CAL FIRE Santa Clara Unit,,2019,TRUE,Alameda,1,,,,2019-10-27T13:55:00Z,,TRUE,TRUE,,,,37.62782,-121.68598,FALSE,Mines Fire,100,,TRUE,2019-10-24T23:16:18Z,Finalized,,,,,
35,FALSE,CAL FIRE Santa Clara Unit,,2019,TRUE,Stanislaus,50,,,,2019-07-18T10:29:00Z,,TRUE,TRUE,,,,37.420988,-121.371276,FALSE,Rains Fire,100,,TRUE,2019-07-18T09:07:57Z,Finalized,,,,,
30,FALSE,CAL FIRE Shasta-Trinity Unit,,2019,TRUE,Shasta,45,,,,,,TRUE,TRUE,Grass,,,40.463936,-122.435492,FALSE,Horse Fire,100,,TRUE,2019-07-12T19:08:54Z,Finalized,,,,,
27,FALSE,CAL FIRE Tuolumne-Calaveras Unit,,2019,TRUE,Calaveras,5,,,,2019-07-20T08:56:00Z,,TRUE,TRUE,,,,38.115224,-120.78068,FALSE,Whiskey Fire,100,,TRUE,2019-07-18T18:31:00Z,Finalized,,,,,
26,FALSE,CAL FIRE San Bernardino Unit,,2019,TRUE,San Bernardino,36,,,,2019-08-04T06:39:00Z,,TRUE,TRUE,,,,34.202883,-116.4449,FALSE,La Barisa Fire,100,,TRUE,2019-08-03T17:22:51Z,Finalized,,,,,
25,FALSE,CAL FIRE / San Diego County Fire,,2019,TRUE,San Diego,37,,,,2019-07-18T15:58:00Z,,TRUE,TRUE,,,,32.794768,-116.839743,TRUE,Vista Fire,100,,TRUE,2019-07-17T17:42:04Z,Finalized,,,,,
22,FALSE,CAL FIRE Amador-El Dorado,,2019,TRUE,El Dorado,9,,,,2019-09-29T21:35:00Z,,TRUE,TRUE,,,,38.538467,-120.965105,FALSE,Chaparral Fire,100,,TRUE,2019-09-29T21:44:45Z,Finalized,,,,,
22,FALSE,CAL FIRE SCU,,2019,TRUE,Alameda,1,,,,2019-07-12T19:20:00Z,,TRUE,TRUE,Grass,,,37.093243,-121.586846,FALSE,Mid Fire,100,,TRUE,2019-07-12T18:40:09Z,Finalized,,,,,
15,FALSE,CAL FIRE Santa Clara Unit,,2019,TRUE,Contra Costa,7,,,,,,TRUE,TRUE,,,,38.045866,-122.245186,FALSE,Nustar Fire,100,,TRUE,2019-10-15T16:17:18Z,Finalized,,,,,
12,FALSE,CAL FIRE / Riverside County Fire,,2019,TRUE,Riverside,33,,,,2019-08-27T08:54:00Z,,TRUE,TRUE,,,,33.463991,-116.914799,FALSE,Sage Fire,100,,TRUE,2019-08-27T11:33:56Z,Finalized,,,,,
10,FALSE,MEU,,2019,TRUE,Mendocino,23,,,,,,TRUE,TRUE,,,,39.613783,-123.458782,FALSE,Wilson Fire,100,,TRUE,2019-10-04T18:38:09Z,Finalized,,,,,
10,FALSE,CAL FIRE San Mateo-Santa Cruz Unit,,2019,TRUE,Santa Cruz,44,,,,2019-09-06T19:48:00Z,,TRUE,TRUE,timber,,,37.178353,-122.07743,FALSE,Deer Fire,100,,TRUE,2019-09-03T15:36:45Z,Finalized,,,,,
77758,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2019,TRUE,Sonoma,49,2,0,5,2019-11-06T19:00:00Z,,FALSE,TRUE,Vegetation,0,4,38.792458,-122.780053,TRUE,Kincade Fire,100,55,TRUE,2019-10-23T21:27:00Z,Finalized,60,374,,0,2
54612,FALSE,USFS Plumas National Forest,,2019,FALSE,Plumas,32,,,,,,FALSE,TRUE,,,,40.061389,-120.680556,FALSE,Walker Fire,100,468,TRUE,2019-09-04T15:17:31Z,Finalized,,,,,
14217,FALSE,Modoc National Forest,,2019,FALSE,Modoc,25,,,,2019-08-11T12:16:00Z,,FALSE,TRUE,,,,41.79591,-121.260305,FALSE,Tucker Fire,100,,TRUE,2019-07-28T15:58:00Z,Finalized,,,,,
10296,FALSE,Inyo National Forest     ,,2019,FALSE,Inyo,14,8,1,8,2019-11-21T16:09:00Z,,FALSE,TRUE,,5,,37.034,-118.345,TRUE,Taboose Fire,100,269,TRUE,2019-09-06T12:43:35Z,Finalized,,,,,4
9999,FALSE,Ventura County Fire Department ,,2019,TRUE,Ventura,56,17,,45,2019-11-06T18:00:00Z,,FALSE,TRUE,,,,34.302212,-118.997115,TRUE,Maria Fire ,100,626,TRUE,2019-10-31T20:58:28Z,Finalized,,4,,,3
8838,FALSE,CAL FIRE Tehama Glenn Unit ,3,2019,TRUE,Tehama,52,53,27,98,2019-09-13T19:00:00Z,,FALSE,TRUE,,20,,40.12,-122.64,TRUE,Red Bank Fire,100,1936,TRUE,2019-09-05T13:19:56Z,Finalized,,2,,,23
8799,FALSE,Unified Command: Los Angeles County Fire Department and Los Angeles City Fire Department and Angeles National Forest,,2019,FALSE,Los Angeles,19,,,,2019-10-31T09:10:00Z,1,FALSE,TRUE,Brush,,8,34.32988,-118.48161,TRUE,Saddle Ridge Fire,100,206,TRUE,2019-10-10T21:02:00Z,Finalized,88,19,,,
5737,FALSE,USFS - Modoc National Forest,,2019,FALSE,Modoc,25,,,,2019-09-13T07:19:00Z,,FALSE,TRUE,,,,41.748,-121.056,FALSE,Lone Fire,100,40,TRUE,2019-09-06T11:34:27Z,Finalized,,,,,
5563,FALSE,CAL FIRE Madera Mariposa Merced Unit,,2019,TRUE,Mariposa,22,,,,,,FALSE,TRUE,,,,37.604638,-119.96606,TRUE,Briceburg Fire,100,19,TRUE,2019-10-06T16:15:12Z,Finalized,,1,,,3
5332,FALSE,Shasta-Trinity National Forest ,,2019,FALSE,Tehama,52,,,,2019-12-02T16:12:00Z,,FALSE,TRUE,,,,40.109,-122.789,FALSE,South Fire,100,,TRUE,2019-09-05T19:59:46Z,Finalized,,,,,
4840,FALSE,USFS - Inyo National Forest,,2019,FALSE,Mono,26,,,,,,FALSE,TRUE,,,,37.826,-118.872,FALSE,Springs Fire,100,,TRUE,2019-09-06T11:24:11Z,Finalized,,,,,
4615,FALSE,Los Angeles County Fire Department ,4,2019,FALSE,Los Angeles,19,8,,69,,,FALSE,TRUE,,0,,34.472778,-118.368056,TRUE,Tick Fire,100,509,TRUE,2019-10-24T14:51:46Z,Finalized,27,22,,10,
3435,FALSE,USFS El Dorado National Forest,,2019,FALSE,El Dorado,9,,,,,,FALSE,TRUE,,,,38.724,-120.145,FALSE,Caples Fire,100,,TRUE,2019-10-11T12:47:59Z,Finalized,,,,,
3380,FALSE,Bureau of Land Management ,,2019,FALSE,Lassen,18,,,,2019-09-04T16:22:00Z,,FALSE,TRUE,,,,40.593,-120.581,FALSE,R-1 Fire,100,,TRUE,2019-08-28T19:48:14Z,Finalized,,,,,
3126,FALSE,Los Padres National Forest,,2019,FALSE,Santa Barbara,42,,,,2019-12-14T08:22:00Z,,FALSE,TRUE,,,,34.5025,-119.785,FALSE,Cave Fire (No Longer a CAL FIRE Incident),100,,TRUE,2019-11-25T19:59:12Z,Finalized,,,,,
2546,FALSE,CAL FIRE San Benito-Monterey Unit,,2019,TRUE,Monterey,27,,,,2019-06-26T18:02:00Z,,FALSE,TRUE,,,,36.28426,-120.94771,FALSE,Lonoak Fire,100,,TRUE,2019-06-26T09:18:22Z,Finalized,,,,,
2534,FALSE,CAL FIRE Tehama-Glenn Unit,,2019,TRUE,Tehama,52,2,,2,2019-11-14T18:02:00Z,,FALSE,TRUE,,,4,40.036379,-122.637837,TRUE,Ranch Fire,100,69,TRUE,2019-11-03T14:16:17Z,Finalized,,,,,
2512,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2019,TRUE,Yolo,57,,,,2019-06-17T10:40:00Z,,FALSE,TRUE,,,2,38.88978,-122.23922,TRUE,Sand Fire,100,,TRUE,2019-06-08T14:50:00Z,Finalized,,7,,,
2500,FALSE,Kern County Fire and the US Fish and Wildlife Service,,2019,FALSE,Kern,15,,,,2019-05-09T09:37:00Z,,FALSE,TRUE,,,,35.72057,-119.62762,FALSE,Refuge Fire,100,,TRUE,2019-05-07T15:47:00Z,Finalized,,,,,
2438,FALSE,Bureau of Land Management,,2019,FALSE,Lassen,18,,,,2019-08-27T09:01:00Z,,FALSE,TRUE,,,,39.892222,-120.029722,FALSE,Long Valley Fire ,100,,TRUE,2019-08-24T17:25:04Z,Finalized,,,,,
2422,FALSE,CAL FIRE ,,2019,TRUE,Stanislaus,50,,,,2019-06-27T19:06:00Z,,FALSE,TRUE,,,,37.46577,-121.28312,FALSE,Rock Fire,100,,TRUE,2019-06-26T08:54:24Z,Finalized,,,,,
1975,FALSE,USFS - Inyo National Forest ,,2019,FALSE,Inyo,14,,,,2019-11-21T16:08:00Z,,FALSE,TRUE,,,,36.284,-118.228,FALSE,Cow Fire,100,,TRUE,2019-09-06T12:23:00Z,Finalized,,,,,
1926,FALSE,CAL FIRE/Riverside County Fire Department ,,2019,TRUE,Riverside,33,0,1,1,2019-09-14T19:00:00Z,,FALSE,TRUE,grass and brush,,3,33.528469,-117.273157,TRUE,Tenaja,100,35,TRUE,2019-09-04T16:43:36Z,Finalized,2,0,,0,1
1872,FALSE,Klamath National Forest,,2019,FALSE,Siskiyou,47,,,,,,FALSE,TRUE,,,,41.862237,-122.662258,FALSE,Lime Fire,100,515,TRUE,2019-09-07T08:36:32Z,Finalized,,,,,
1764,FALSE,CAL FIRE San Luis Obispo County ,,2019,TRUE,San Luis Obispo,40,,,,2019-06-24T10:25:00Z,,FALSE,TRUE,,,,35.66318,-120.41128,FALSE,McMillan Fire,100,,TRUE,2019-06-12T12:48:00Z,Finalized,,,,,
