AcresBurned,Active,AdminUnit,AirTankers,ArchiveYear,CalFireIncident,Counties,CountyIds,CrewsInvolved,Dozers,Engines,Extinguished,Fatalities,Featured,Final,FuelType,Helicopters,Injuries,Latitude,Longitude,MajorIncident,Name,PercentContained,PersonnelInvolved,Public,Started,Status,StructuresDamaged,StructuresDestroyed,StructuresEvacuated,StructuresThreatened,WaterTenders
36,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,4,2015,TRUE,Napa,28,2,2,9,2015-06-10T09:45:00Z,,FALSE,TRUE,,2,,0,0,TRUE,Garage Fire,100,103,TRUE,2015-06-09T15:23:00Z,Finalized,,,,,2
35,FALSE,CAL FIRE Shasta-Trinity Unit,,2015,TRUE,Trinity,53,,,,2015-09-10T17:05:00Z,,FALSE,TRUE,,,,40,41.46,FALSE,Browns Fire,100,,TRUE,2015-09-08T15:56:00Z,Finalized,,,,,
35,FALSE,CAL FIRE Amador El-Dorado Unit,,2015,TRUE,El Dorado,9,,,,2015-07-05T11:30:00Z,,FALSE,TRUE,,,,0,0,FALSE,Ranch Fire,100,,TRUE,2015-07-03T09:28:00Z,Finalized,,,,,
35,FALSE,CAL FIRE Mendocino Unit,,2015,TRUE,Mendocino,23,,,,2015-06-29T07:15:00Z,,FALSE,TRUE,,,,39.7806004,-123.248214,FALSE,Covelo Fire,100,,TRUE,2015-06-28T13:30:00Z,Finalized,,,,,
30,FALSE,CAL FIRE Nevada-Yuba-Placer Unit,,2015,TRUE,Nevada,29,,,,2015-09-21T14:36:00Z,,FALSE,TRUE,,,,39.081,-121.194,FALSE,McCourtney Fire,100,,TRUE,2015-09-22T07:00:00Z,Finalized,,,,,
30,FALSE,CAL FIRE Lassen-Modoc Unit,,2015,TRUE,Lassen,18,,,,2015-08-30T08:00:00Z,,FALSE,TRUE,,,,41.12362,-121.194256,FALSE,Kramer Fire ,100,,TRUE,2015-08-29T16:06:00Z,Finalized,,,,,
30,FALSE,CAL FIRE Nevada-Yuba-Placer Unit,,2015,TRUE,Yuba,58,,,,2015-08-05T07:30:00Z,,FALSE,TRUE,,,,39.33303,-121.18735,FALSE,Francis Fire,100,,TRUE,2015-08-03T18:07:00Z,Finalized,,,,,
29,FALSE,Ventura County Fire Department,,2015,FALSE,Ventura,56,,,,2015-11-12T18:00:00Z,,FALSE,TRUE,,,,0,0,FALSE,Banister Fire,100,,TRUE,2015-11-11T17:40:00Z,Finalized,,,,,
26,FALSE,CAL FIRE Nevada Yuba Placer Unit,,2015,TRUE,Placer,31,,,,2015-07-22T19:50:00Z,,FALSE,TRUE,,,,38.9361,-121.1548,FALSE,Baxter Fire,100,,TRUE,2015-07-22T18:17:00Z,Finalized,,,,,
25,FALSE,CAL FIRE San Diego Unit,,2015,TRUE,San Diego,37,,,,2015-07-25T16:05:00Z,,FALSE,TRUE,,,,32.682547,-116.51684,FALSE,Park Fire,100,,TRUE,2015-07-24T12:43:00Z,Finalized,,,,,
25,FALSE,CAL FIRE San Benito-Monterey Unit,,2015,TRUE,San Benito,35,,,,2015-07-20T15:30:00Z,,FALSE,TRUE,,,,36.8727,-121.5681,FALSE,Betabel Fire,100,,TRUE,2015-07-20T13:23:00Z,Finalized,,,,,
25,FALSE,CAL FIRE San Diego Unit,,2015,TRUE,San Diego,37,,,,2015-07-17T15:15:00Z,,FALSE,TRUE,,,,33.21407,-116.73472,FALSE,Lake Fire,100,,TRUE,2015-07-16T11:30:00Z,Finalized,,,,,
25,FALSE,CAL FIRE Amador El Dorado Unit,,2015,TRUE,El Dorado,9,,,,2015-07-05T11:30:00Z,,FALSE,TRUE,,,,0,0,FALSE,Buckaroo Fire,100,,TRUE,2015-07-02T17:10:00Z,Finalized,,,,,
25,FALSE,CAL FIRE Madera-Mariposa-Merced Unit  ,,2015,TRUE,Mariposa,22,2,,5,2015-06-09T09:00:00Z,,FALSE,TRUE,,,,0,0,TRUE,Fox Fire,100,60,TRUE,2015-06-07T12:06:00Z,Finalized,,,,,1
25,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2015,TRUE,Lake,17,,,,2015-06-06T06:45:00Z,,FALSE,TRUE,,,,0,0,FALSE,Oasis Fire,100,,TRUE,2015-06-05T19:57:00Z,Finalized,,,,,
25,FALSE,CAL FIRE Riverside Unit,,2015,TRUE,Riverside,33,,,,2015-06-05T19:00:00Z,,FALSE,TRUE,,,,0,0,FALSE,Snow Fire,100,,TRUE,2015-06-05T13:32:00Z,Finalized,,,,,
24,FALSE,CAL FIRE Siskiyou Unit,,2015,TRUE,Siskiyou,47,2,,3,2015-07-22T17:00:00Z,,FALSE,TRUE,,,,41.999341,-121.891226,TRUE,Dorris Fire,100,49,TRUE,2015-07-21T17:00:00Z,Finalized,,,,,1
23,FALSE,CAL FIRE Mendocino Unit,,2015,TRUE,Mendocino,23,,,,2015-07-05T09:00:00Z,,FALSE,TRUE,,,,39.0263,-123.303,FALSE,Soda Fire,100,,TRUE,2015-07-04T15:30:00Z,Finalized,,,,,
22,FALSE,CAL FIRE Sonoma Lake Napa,,2015,TRUE,Lake,17,,,,2015-08-25T18:30:00Z,,FALSE,TRUE,,,,38.831478,-122.53428,FALSE,Grade Fire,100,,TRUE,2015-08-24T12:12:00Z,Finalized,,,,,
21,FALSE,Los Padres National Forest,,2015,FALSE,Santa Barbara,42,,,,2015-11-09T12:00:00Z,,FALSE,TRUE,,,,34.4828,-119.63216,FALSE,Gibraltar Fire,100,,TRUE,2015-10-29T05:30:00Z,Finalized,,,,,
21,FALSE,CAL FIRE Riverside County Fire,,2015,TRUE,Riverside,33,2,3,11,2015-07-12T19:48:00Z,,FALSE,TRUE,,1,,33.986204,-117.43942,TRUE,Spider Fire,100,,TRUE,2015-07-12T13:52:00Z,Finalized,,,,,2
20,FALSE,CAL FIRE Humboldt-Del Norte Unit ,,2015,TRUE,Humboldt,12,10,2,12,2015-06-11T18:15:00Z,,FALSE,TRUE,,,,41.1513,-123.8292,TRUE,Bald Fire,100,195,TRUE,2015-06-10T07:42:00Z,Finalized,,,,,5
19,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2015,TRUE,Napa,28,,,,2015-06-28T18:00:00Z,,FALSE,TRUE,,,,38.519132,-122.181878,FALSE,Pleasure Fire,100,,TRUE,2015-06-27T12:51:00Z,Finalized,,,,,
18,FALSE,CAL FIRE Shasta-Trinity Unit,,2015,TRUE,Shasta,45,2,,6,2015-07-08T16:30:00Z,,FALSE,TRUE,,,1,40.5953,-122.4397,TRUE,Keswick Fire,100,,TRUE,2015-07-07T12:34:00Z,Finalized,,,,,3
16,FALSE,CAL FIRE Humboldt-Del Norte Unit,,2015,TRUE,Humboldt,12,,,,2015-07-31T19:00:00Z,,FALSE,TRUE,,,,40.1093,-123.774,FALSE,Buck Fire,100,,TRUE,2015-07-28T17:19:00Z,Finalized,,,,,
0,FALSE,USFS - Six Rivers National Forest,,2015,FALSE,Trinity,53,,,,2015-08-01T15:25:00Z,,FALSE,TRUE,,,,0,0,FALSE,Mad River Complex,100,,TRUE,2015-07-30T16:00:00Z,Finalized,,,,,
0,FALSE,US Forest Service - Humboldt - Toiyabe National Forest,,2015,FALSE,Alpine,2,,,,2015-06-22T12:05:00Z,,FALSE,TRUE,,,,38.598056,-119.751944,FALSE,Washington Fire,100,,TRUE,2015-06-19T19:00:00Z,Finalized,,,,,
132127,FALSE,US Forest Service - Los Padres National Forest,,2016,TRUE,Monterey,27,,,,2016-10-13T11:30:00Z,,FALSE,TRUE,,,,36.45994,-121.89938,TRUE,Soberanes Fire,100,,TRUE,2016-07-22T08:48:00Z,Finalized,,,,,
48019,FALSE,Bureau of Land Management,,2016,TRUE,Kern,15,,,,2016-07-11T09:40:00Z,,FALSE,TRUE,,,,35.6115,-118.45628,FALSE,Erskine Fire,100,,TRUE,2016-06-23T15:51:00Z,Finalized,,,,,
46344,FALSE,CAL FIRE San Luis Obispo Unit,,2016,TRUE,San Luis Obispo,40,,,,2016-09-06T07:30:00Z,,FALSE,TRUE,,,1,35.70595,-120.98316,TRUE,Chimney Fire,100,,TRUE,2016-08-13T16:03:00Z,Finalized,8,70,,,
36274,FALSE,San Bernardino National Forest ,,2016,TRUE,San Bernardino,36,21,6,47,2016-08-23T07:45:00Z,,FALSE,TRUE,,5,,34.30372,-117.49342,TRUE,Blue Cut Fire,100,914,TRUE,2016-08-16T10:44:00Z,Finalized,3,321,,,9
33867,FALSE,USFS Klamath National Forest,,2016,FALSE,Siskiyou,47,,,,2016-08-28T18:15:00Z,,FALSE,TRUE,,,,41.851,-123.118,FALSE,Gap Fire,100,,TRUE,2016-08-27T18:00:00Z,Finalized,,,,,
32606,FALSE,Los Padres National Forest,,2016,TRUE,Santa Barbara,42,,,,2016-09-15T15:20:00Z,,FALSE,TRUE,,,,0,0,FALSE,Rey Fire ,100,,TRUE,2016-08-18T17:57:00Z,Finalized,,,,,
29322,FALSE,Sequoia National Forest,,2016,FALSE,Kern,15,,,,2016-10-01T06:00:00Z,,FALSE,TRUE,,,,35.7506,-118.5678,FALSE,Cedar Fire,100,,TRUE,2016-08-16T16:35:00Z,Finalized,,,,,
12518,FALSE,Vandenberg Air Force Base,,2016,FALSE,Santa Barbara,42,,,,2016-09-27T14:00:00Z,,FALSE,TRUE,,,,34.63445,-120.54421,FALSE,Canyon Fire,100,,TRUE,2016-09-17T17:20:00Z,Finalized,,,,,
8110,FALSE,San Bernardino National Forest,0,2016,TRUE,San Bernardino,36,30,3,37,2016-08-16T08:00:00Z,,FALSE,TRUE,,10,1,34.28771,-117.27338,TRUE,Pilot Fire,100,960,TRUE,2016-08-07T12:18:00Z,Finalized,,,,,7
7609,FALSE,CAL FIRE San Diego Unit,,2016,TRUE,San Diego,37,,,,2016-06-30T18:30:00Z,,FALSE,TRUE,,,,32.60729,-116.63028,TRUE,Border Fire,100,78,TRUE,2016-06-19T11:03:00Z,Finalized,,16,,,
7474,FALSE,U.S Los Padres National Forest ,,2016,TRUE,Santa Barbara,42,,,,2016-07-12T14:30:00Z,,FALSE,TRUE,,,,34.776,-119.643,TRUE,Sherpa Fire,100,,TRUE,2016-06-15T15:21:00Z,Finalized,,,,,
7050,FALSE,CAL FIRE Fresno Kings Unit,,2016,TRUE,Fresno,10,,,,2016-08-18T19:00:00Z,,FALSE,TRUE,,,,36.09974,-120.51057,TRUE,Mineral Fire,100,20,TRUE,2016-08-09T13:08:00Z,Finalized,,2,,0,
5731,FALSE,CAL FIRE Sonoma Lake Napa Unit,,2016,TRUE,Yolo,57,2,,5,2016-08-12T15:00:00Z,,FALSE,TRUE,,,,38.52513,-122.06788,TRUE,Cold Fire,100,58,TRUE,2016-08-02T16:36:00Z,Finalized,,2,,,
5646,FALSE,CAL FIRE Nevada-Yuba-Placer Unit / El Dorado National Forest,,2016,TRUE,El Dorado,"9,31",,,,2016-07-18T09:50:00Z,,FALSE,TRUE,,,3,38.96741,-120.9375,TRUE,Trailhead Fire,100,,TRUE,2016-06-28T13:55:00Z,Finalized,,,,2600,
5646,FALSE,CAL FIRE Nevada-Yuba-Placer Unit / El Dorado National Forest,,2016,TRUE,Placer,"9,31",,,,2016-07-18T09:50:00Z,,FALSE,TRUE,,,3,38.96741,-120.9375,TRUE,Trailhead Fire,100,,TRUE,2016-06-28T13:55:00Z,Finalized,,,,2600,
5443,FALSE,Inyo National Forest,,2016,FALSE,Inyo,14,,,,2016-09-18T08:10:00Z,,FALSE,TRUE,,,,37.75985,-118.95309,FALSE,Owens River Fire,100,,TRUE,2016-09-17T13:49:00Z,Finalized,,,,,
5399,FALSE,Angeles National Forest,,2016,FALSE,Los Angeles,19,,,,2018-04-23T15:07:00Z,,FALSE,TRUE,,,,0,0,FALSE,San Gabriel Complex (Formerly Fish & Reservoir Fires),100,,TRUE,2016-06-20T13:59:00Z,Finalized,,,,,
4824,FALSE,Angeles National Forest ,,2016,FALSE,Los Angeles,19,,,,2016-11-14T14:00:00Z,,FALSE,TRUE,,,,34.31,-118.335,FALSE,Marek Fire,100,,TRUE,2016-11-14T05:45:00Z,Finalized,,,,,
4474,FALSE,CAL FIRE Santa Clara Unit,,2016,TRUE,Santa Clara,43,1,1,3,2017-09-19T10:30:00Z,,FALSE,TRUE,,,,37.10632,-121.85318,TRUE,Loma Fire,100,62,TRUE,2016-09-26T14:42:00Z,Finalized,1,28,,,5
4347,FALSE,Sequoia National Forest,,2016,FALSE,Tulare,54,,,,2016-12-19T13:30:00Z,,FALSE,TRUE,,,,35.984,-118.551,FALSE,Meadow Fire,100,,TRUE,2016-10-29T11:15:00Z,Finalized,,,,,
3929,FALSE,CALFIRE Sonoma-Lake-Napa Unit,,2016,TRUE,Lake,17,,,2,2016-08-26T18:00:00Z,,FALSE,TRUE,,1,,38.89741,-122.60664,TRUE,Clayton Fire,100,32,TRUE,2016-08-13T18:03:00Z,Finalized,28,300,,,
3876,FALSE,CAL FIRE San Benito-Monterey Unit,,2016,TRUE,Monterey,27,,,5,2016-05-25T18:15:00Z,,FALSE,TRUE,,,1,36.38123,-121.20059,TRUE,Metz Fire,100,22,TRUE,2016-05-22T15:27:00Z,Finalized,,,,,
3712,FALSE,Camp Roberts Fire Department,,2016,TRUE,San Luis Obispo,40,,,,2016-05-20T18:00:00Z,,FALSE,TRUE,,,,0,0,FALSE,Roberts Fire,100,,TRUE,2016-05-18T14:27:00Z,Finalized,,,,,
2944,FALSE,CAL FIRE Fresno Unit,,2016,TRUE,Fresno,10,12,5,29,2016-07-05T07:05:00Z,,FALSE,TRUE,,2,,36.0749,-120.452041,TRUE,Curry Fire,100,188,TRUE,2016-07-01T17:16:00Z,Finalized,,,,,13
2860,FALSE,USFS Klamath National Forest ,,2016,FALSE,Siskiyou,47,,,,2016-11-08T10:15:00Z,,FALSE,TRUE,,,,41.623,-123.557,FALSE,Pony Fire,100,,TRUE,2016-06-07T02:45:00Z,Finalized,,,,,
2819,FALSE,Inyo National Forest,,2016,FALSE,Mono,26,,,,2016-08-07T19:14:00Z,,FALSE,TRUE,,,,0,0,FALSE,Clark Fire,100,,TRUE,2016-08-04T14:09:00Z,Finalized,,,,,
2652,FALSE,Modoc National Forest,,2016,FALSE,Modoc,25,,,,2016-10-13T11:30:00Z,,FALSE,TRUE,,,,41.2649,-120.3178,FALSE,Soup Complex,100,,TRUE,2016-09-17T14:37:00Z,Finalized,,,,,
2575,FALSE,CAL FIRE Lassen-Modoc Unit,,2016,TRUE,Lassen,18,3,2,2,2016-09-22T07:00:00Z,,FALSE,TRUE,,,1,40.3915,-120.7845,TRUE,Willard Fire,100,78,TRUE,2016-09-11T11:33:00Z,Finalized,,7,,,2
2520,FALSE,Los Padres National Forest,,2016,TRUE,Monterey,27,,,,2016-06-20T08:30:00Z,,FALSE,TRUE,,,,36.01542,-121.25029,FALSE,Coleman Fire,100,,TRUE,2016-06-04T14:33:00Z,Finalized,,,,,
2304,FALSE,Los Padres National Forest,,2016,FALSE,Ventura,56,,,,2016-06-30T16:55:00Z,,FALSE,TRUE,,,,34.701,-119.144,FALSE,Pine Fire,100,,TRUE,2016-06-30T16:55:00Z,Finalized,,,,,
2241,FALSE,CAL FIRE Fresno-Kings Unit,,2016,TRUE,Fresno,10,4,,7,2016-08-09T18:30:00Z,,FALSE,TRUE,,,,37.01591,-119.50507,TRUE,Goose Fire,100,167,TRUE,2016-07-30T16:40:00Z,Finalized,5,4,,,6
2100,FALSE,USFS Sierra National Forest,,2016,FALSE,Fresno,10,,,,2016-10-20T07:00:00Z,,FALSE,TRUE,,,,36.94536,-119.25959,FALSE,Sacata Fire,100,,TRUE,2016-10-11T12:58:00Z,Finalized,,,,,
1785,FALSE,Kern County Fire,,2016,TRUE,Kern,15,,,,2016-07-08T19:00:00Z,,FALSE,TRUE,,,3,35.20993,-118.72272,TRUE,Deer Fire,100,,TRUE,2016-07-01T14:05:00Z,Finalized,,,,,
1547,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2016,TRUE,Sonoma,49,,,3,2016-09-29T17:00:00Z,,FALSE,TRUE,,,2,38.80017,-122.82895,TRUE,Sawmill Fire,100,14,TRUE,2016-09-25T10:43:00Z,Finalized,,,,,
1470,FALSE,CAL FIRE / Riverside County Fire,,2016,TRUE,Riverside,33,,,,2016-09-02T18:10:00Z,,FALSE,TRUE,,,1,0,0,TRUE,Bogart Fire,100,,TRUE,2016-08-30T12:25:00Z,Finalized,,1,,,
1246,FALSE,CAL FIRE Madera-Mariposa-Merced Unit,,2016,TRUE,Merced,24,,,,2016-06-26T18:50:00Z,,FALSE,TRUE,,,,37.07147,-121.20155,FALSE,Dinosaur Fire,100,,TRUE,2016-06-25T23:45:00Z,Finalized,,,,,
1245,FALSE,Camp Pendleton Military Base,,2016,FALSE,San Diego,37,,,,2016-07-30T14:15:00Z,,FALSE,TRUE,,,,33.393,-117.35093,FALSE,Roblar Fire,100,,TRUE,2016-07-21T16:06:00Z,Finalized,,,,,
1109,FALSE,Los Angeles County Fire,,2016,FALSE,Los Angeles,19,,,,2016-07-16T12:00:00Z,,FALSE,TRUE,,,,34.36763,-118.57245,FALSE,Sage Fire,100,,TRUE,2016-07-09T12:04:00Z,Finalized,,,,,
1080,FALSE,CAL FIRE Tuolumne-Calaveras Unit,,2016,TRUE,Tuolumne,55,2,,2,2016-10-04T22:00:00Z,,FALSE,TRUE,,,,37.79635,-120.32484,TRUE,Marshes Fire,100,92,TRUE,2016-09-26T12:20:00Z,Finalized,,,,,
850,FALSE,CAL FIRE / Butte County Fire,,2016,TRUE,Butte,4,4,2,3,2016-09-12T14:51:00Z,,FALSE,TRUE,,,3,39.6871,-121.571,TRUE,Saddle Fire,100,133,TRUE,2016-09-05T16:28:00Z,Finalized,,3,,,2
710,FALSE,CAL FIRE Siskiyou Unit,,2016,TRUE,Siskiyou,47,,,,2016-08-30T06:45:00Z,,FALSE,TRUE,,,,41.7813,-122.611,TRUE,Grade Fire,100,,TRUE,2016-08-24T14:55:00Z,Finalized,1,5,,,
650,FALSE,Inyo National Forest,,2016,FALSE,Mono,26,,,,2016-07-09T08:30:00Z,,FALSE,TRUE,,,,37.97,-119.14,FALSE,Marina Fire,100,,TRUE,2016-06-25T06:30:00Z,Finalized,,,,,
599,FALSE,CAL Fire Humboldt-Del Norte Unit,,2016,TRUE,Humboldt,12,3,1,10,2016-09-04T06:55:00Z,,FALSE,TRUE,,,,41.28486,-123.82268,TRUE,Tully Fire,100,174,TRUE,2016-08-22T16:03:00Z,Finalized,,3,,,2
554,FALSE,Kern County Fire,,2016,TRUE,Kern,15,,,,2016-07-10T19:37:00Z,,FALSE,TRUE,,,,34.913,118.9082,FALSE,Fort Fire,100,,TRUE,2016-07-08T11:15:00Z,Finalized,,,,,
550,FALSE,CAL FIRE Butte Unit,,2016,TRUE,Butte,4,,,,2016-08-03T08:00:00Z,,FALSE,TRUE,,,,39.6708,-121.7192,FALSE,99 Fire,100,,TRUE,2016-08-02T14:35:00Z,Finalized,,,,,
518,FALSE,Kern County Fire Department,,2016,TRUE,Kern,15,,,,2016-08-29T10:30:00Z,,FALSE,TRUE,,,,35.2013,-118.7212,FALSE,Range Fire,100,,TRUE,2016-08-26T10:10:00Z,Finalized,,,,,
464,FALSE,CAL FIRE Tehama-Glenn Unit,,2016,TRUE,Tehama,52,,,,2016-07-04T07:45:00Z,,FALSE,TRUE,,,,40.0353,-122.56939,TRUE,Colyear Fire,100,,TRUE,2016-06-30T13:32:00Z,Finalized,,,,,
450,FALSE,CAL FIRE Tuolumne-Calaveras Unit,,2016,TRUE,Calaveras,5,,,,2016-08-31T18:50:00Z,,FALSE,TRUE,,,,38.1874,-120.6381,TRUE,Willow Fire,100,,TRUE,2016-08-28T13:07:00Z,Finalized,,,,,
441,FALSE,CAL FIRE Shasta-Trinity Unit,,2016,TRUE,Shasta,45,10,,20,2016-07-12T07:00:00Z,,FALSE,TRUE,,,1,40.36873,-122.72913,TRUE,Fiddler Fire,100,241,TRUE,2016-07-08T22:45:00Z,Finalized,,1,,,5
400,FALSE,CAL FIRE Nevada-Yuba-Placer Unit,,2016,TRUE,Yuba,58,,,,2016-08-18T21:30:00Z,,FALSE,TRUE,,,,36.16965,-121.38775,FALSE,Beale Fire,100,,TRUE,2016-08-18T15:35:00Z,Finalized,,,,,
395,FALSE,US Forest Service - Sequoia National Forest,,2016,FALSE,Tulare,54,,,,2016-11-08T10:15:00Z,,FALSE,TRUE,,,,36.1648,-118.73906,FALSE,Tule Fire,100,,TRUE,2016-08-22T22:00:00Z,Finalized,,,,,
380,FALSE,CAL FIRE Lassen-Modoc Unit,,2016,TRUE,Modoc,25,,,,2016-09-14T18:00:00Z,,FALSE,TRUE,,,,41.4657,-120.9066,FALSE,Howard Fire,100,,TRUE,2016-09-11T14:15:00Z,Finalized,,,,,
372,FALSE,CAL FIRE Amador- El Dorado Unit,,2016,TRUE,Amador,3,,,,2016-06-29T07:30:00Z,,FALSE,TRUE,,,,38.385,-121.003611,FALSE,Rancho Fire,100,,TRUE,2016-06-28T19:02:00Z,Finalized,,,,,
360,FALSE,CAL FIRE Tehama-Glenn Unit,5,2016,TRUE,Tehama,52,6,2,12,2016-09-13T14:30:00Z,,FALSE,TRUE,,2,,40.30594,-122.1295,TRUE,Hog Fire,100,168,TRUE,2016-09-13T23:10:00Z,Finalized,,,,,5
341,FALSE,CAL FIRE Tuolumne Calaveras Unit,,2016,TRUE,Calaveras,5,,,,2016-07-16T18:30:00Z,,FALSE,TRUE,,,,38.08056,-120.81394,FALSE,Pacheco Fire,100,,TRUE,2016-07-12T13:14:00Z,Finalized,,,,,
310,FALSE,CAL FIRE Tuolumne-Calaveras Unit,,2016,TRUE,Calaveras,5,,,,2016-07-08T19:32:00Z,,FALSE,TRUE,,,,38.02845,-120.61153,FALSE,Appaloosa Fire,100,,TRUE,2016-07-02T14:55:00Z,Finalized,,,,,
306,FALSE,Kern County Fire Department,,2016,TRUE,Kern,15,,,,2016-09-21T09:30:00Z,,FALSE,TRUE,,,,0,0,FALSE,Flat Fire,100,,TRUE,2016-09-19T14:13:00Z,Finalized,,,,,
304,FALSE,USFS Sequoia National Forest,,2016,FALSE,Kern,15,,,,2016-08-28T18:50:00Z,,FALSE,TRUE,,,,35.4976,-118.5097,FALSE,Havilah Fire,100,,TRUE,2016-08-28T18:50:00Z,Finalized,,,,,
300,FALSE,Beale Air Force Base,,2016,TRUE,Sutter,51,,,,2016-09-20T18:00:00Z,,FALSE,TRUE,,,,39.188321,-121.78003,FALSE,Butte Fire,100,,TRUE,2016-09-20T09:30:00Z,Finalized,,,,,
278,FALSE,CAL FIRE Fresno-Kings Unit,,2016,TRUE,Fresno,10,,,,2016-05-25T08:00:00Z,,FALSE,TRUE,,,,36.88286,-119.654,FALSE,DeWolf Fire,100,,TRUE,2016-05-25T01:03:00Z,Finalized,,,,,
277,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2016,TRUE,Yolo,57,,,,2016-06-27T06:15:00Z,,FALSE,TRUE,,,,38.69971,-122.15457,FALSE,Creek Fire,100,,TRUE,2016-06-26T15:45:00Z,Finalized,,,,,
248,FALSE,US Forest Service - Plumas NF,,2016,FALSE,Plumas,32,,,,2016-10-06T17:15:00Z,,FALSE,TRUE,,,,39.92,-121.32,FALSE,Tobin Fire,100,,TRUE,2016-09-26T13:23:00Z,Finalized,,,,,
237,FALSE,CAL FIRE San Benito-Monterey Unit,,2016,TRUE,San Benito,35,,,,2016-06-20T06:00:00Z,,FALSE,TRUE,,,,0,0,TRUE,King Fire ,100,,TRUE,2016-06-17T14:30:00Z,Finalized,,2,,,
221,FALSE,Kern County Fire / Sequoia National Forest ,,2016,TRUE,Kern,15,,,,2016-07-14T12:00:00Z,,FALSE,TRUE,,,,35.68313,-118.21793,FALSE,Onyx Fire,100,,TRUE,2016-07-13T17:08:00Z,Finalized,,,,,
215,FALSE,Vandenberg Air Force Base,,2016,FALSE,Santa Barbara,42,,,,2016-09-27T14:00:00Z,,FALSE,TRUE,,,,34.75134,-120.55297,FALSE,Washington Fire,100,,TRUE,2016-09-22T14:20:00Z,Finalized,,,,,
215,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2016,TRUE,Lake,17,14,7,25,2016-06-28T20:00:00Z,,FALSE,TRUE,,2,,39.12366,-122.50373,TRUE,Reservoir Fire,100,350,TRUE,2016-06-26T16:00:00Z,Finalized,,,,,2
211,FALSE,CAL FIRE Santa Clara Unit,,2016,TRUE,Alameda,1,,,,2016-06-26T07:00:00Z,,FALSE,TRUE,,,,37.74369,-121.58677,FALSE,Grant Fire,100,,TRUE,2016-06-25T16:11:00Z,Finalized,,,,,
210,FALSE,CAL FIRE Amador El-Dorado Unit,,2016,TRUE,Amador,3,,,,2016-06-21T18:30:00Z,,FALSE,TRUE,,,,38.26874,-120.90265,TRUE,Camanche Fire,100,,TRUE,2016-06-17T14:54:00Z,Finalized,,,,,
188,FALSE,CAL FIRE Fresno County Fire,,2016,TRUE,Fresno,10,,,,2016-07-13T17:30:00Z,,FALSE,TRUE,,,,36.92244,-119.39619,FALSE,Big Fire,100,,TRUE,2016-07-11T14:30:00Z,Finalized,,,,,
176,FALSE,CAL FIRE Amador- El Dorado Unit / USFS El Dorado National Forest / Lake Valley Fire,,2016,TRUE,El Dorado,9,,,,2016-10-17T11:45:00Z,,FALSE,TRUE,,,,38.93449,-120.10744,TRUE,Emerald Fire,100,,TRUE,2016-10-14T01:28:00Z,Finalized,,,,,
173,FALSE,CAL FIRE Riverside County Fire Unit,,2016,TRUE,Riverside,33,,,,2016-07-15T08:00:00Z,,FALSE,TRUE,,,,0,0,FALSE,Briggs Fire,100,,TRUE,2016-07-12T15:20:00Z,Finalized,,,,,
169,FALSE,CAL FIRE Nevada-Yuba-Placer Unit,,2016,TRUE,Placer,31,,,,2016-05-19T18:00:00Z,,FALSE,TRUE,,,,38.8390117,-121.3090268,FALSE,Athens Fire,100,,TRUE,2016-05-17T15:06:00Z,Finalized,,,,,
158,FALSE,CAL FIRE / Fresno County Fire,,2016,TRUE,Fresno,10,,,,2016-09-06T18:15:00Z,,FALSE,TRUE,,,,36.84479,-119.34487,TRUE,Sunny Fire,100,,TRUE,2016-09-03T14:44:00Z,Finalized,,,,,
156,FALSE,LA County Fire Department/Angeles National Forest,,2016,FALSE,Los Angeles,19,,,,2016-05-25T18:45:00Z,,FALSE,TRUE,,,,34.276,-118.354,FALSE,Wheatland Fire,100,,TRUE,2016-05-23T14:15:00Z,Finalized,,,,,
151,FALSE,CAL FIRE Fresno-Kings Unit,,2016,TRUE,Fresno,10,,,,2016-04-29T17:15:00Z,,FALSE,TRUE,,,,0,0,FALSE,Hills Fire,100,,TRUE,2016-04-28T17:45:00Z,Finalized,,,,,
150,FALSE,Stanislaus National Forest,,2016,FALSE,Del Norte,8,,,,2016-09-17T18:00:00Z,,FALSE,TRUE,,,,37.75972,-120.029626,FALSE,Old Fire,100,,TRUE,2016-09-13T13:55:00Z,Finalized,,,,,
150,FALSE,Cleveland National Forest,,2016,FALSE,Orange,30,,,,2016-09-05T06:55:00Z,,FALSE,TRUE,,,,33.6542,-117.5221,FALSE,Holy Fire,100,,TRUE,2016-08-31T04:10:00Z,Finalized,,,,,
150,FALSE,CAL FIRE San Luis Obispo Unit,,2016,TRUE,San Luis Obispo,40,,,,2016-05-10T18:45:00Z,,FALSE,TRUE,,,,35.61961,-120.39993,FALSE,Shedd Fire,100,,TRUE,2016-05-10T16:11:00Z,Finalized,,,,,
147,FALSE,CAL FIRE Santa Clara Unit,,2016,TRUE,San Joaquin,39,,,,2016-08-20T18:45:00Z,,FALSE,TRUE,,,,37.62215,-121.36665,FALSE,Bird Fire,100,,TRUE,2016-08-20T08:35:00Z,Finalized,,,,,
